courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_389.0,score_394.0,score_400.0,score_402.0,score_404.0,score_415.0,score_419.0,score_420.0,score_428.0,score_446.0,score_450.0,score_467.0,score_471.0,score_473.0,score_490.0,score_495.0,score_496.0,score_518.0,score_637.0,score_641.0,score_N/A
20,13675,True,False,0.7952526374236535,0.9278846153846154,1145.8,1040.0,https://github.com/rolling-scopes-school/eaade97e-3dc9-50f2-b1e0-5abb8f404257-RSSPL2020Q1,60,100,76.8,100,5.0,5.0,75,0.0,100,70.0,0.0,80,110,264,100,0,0,0,0,0,0
20,13582,True,False,0.7876179900055524,0.9230769230769231,1134.8,1242.0,https://github.com/rolling-scopes-school/a369758d-58e2-5ce0-a992-9ca5fa8edb8b-RSSPL2020Q1,60,100,55.8,83,5.0,0.0,59,41.0,85,62.99999999999999,0.0,36,70,190,69,98,60,60,0,0,0
20,13674,True,False,0.7754719600222099,0.9182692307692307,1117.3,1044.0,https://github.com/rolling-scopes-school/2d0a1c83-fe2f-5881-a714-e71d7e76cfc7-RSSPL2020Q1,60,100,76.8,100,5.0,5.0,0,37.5,75,62.99999999999999,0.0,56,100,185,76,68,70,20,20,0,0
20,13683,True,False,0.7702665186007773,0.9134615384615384,1109.8,1242.0,https://github.com/rolling-scopes-school/7e0b93fe-fbd6-5cc1-9f64-c52642f17949-RSSPL2020Q1,60,100,25.8,72,5.0,5.0,76,46.0,95,62.99999999999999,0.0,52,110,110,90,95,50,55,0,0,0
20,13706,True,False,0.6724042198778456,0.9086538461538461,968.8,1037.0,https://github.com/rolling-scopes-school/c4871164-5d46-5e18-abbe-b91e36cc4d4f-RSSPL2020Q1,60,100,55.8,99,5.0,5.0,0,40.0,89,56.0,10.0,56,110,0,98,85,100,0,0,0,0
20,13631,UNKNOWN,True,0.6172265408106608,0.9038461538461539,889.3,1235.0,https://github.com/rolling-scopes-school/230a94a9-cf68-524d-ae68-52e4359574e3-RSSPL2020Q1,60,100,61.8,99,5.0,5.0,49,45.0,87,45.5,0.0,52,90,190,0,0,0,0,0,0,0
20,13672,True,False,0.6061215991116047,0.8990384615384616,873.3,1169.0,https://github.com/rolling-scopes-school/1d44acf2-c7d9-5be4-a2fc-437dc59b62d5-RSSPL2020Q1,60,100,49.8,71,5.0,5.0,70,50.0,100,70.0,0.5,52,80,0,80,80,0,0,0,0,0
20,13628,True,False,0.5759300388672959,0.8942307692307693,829.8,1034.0,https://github.com/rolling-scopes-school/32db5cdf-0db4-5c73-b492-5e7d4a2583da-RSSPL2020Q1,60,100,76.8,97,5.0,5.0,100,50.0,100,70.0,0.0,56,110,0,0,0,0,0,0,0,0
20,13556,True,False,0.5307468073292616,0.8894230769230769,764.7,1236.0,https://github.com/rolling-scopes-school/b7e5e720-8784-5dbe-80a3-5dad2f5bd063-RSSPL2020Q1,60,100,52.8,84,5.0,5.0,100,50.0,100,67.89999999999999,4.0,56,0,0,0,0,0,80,0,0,0
20,13532,True,False,0.4870905052748473,0.8846153846153846,701.8,1048.0,https://github.com/rolling-scopes-school/235652fe-93d3-543f-9719-a773d083cf90-RSSPL2020Q1,60,100,76.8,100,3.5,0.0,80,40.0,85,66.5,0.0,0,90,0,0,0,0,0,0,0,0
20,13589,True,False,0.4790394225430317,0.8798076923076923,690.2,1051.0,https://github.com/rolling-scopes-school/7b2e9e09-eead-55d8-ad09-01cc86977665-RSSPL2020Q1,60,50,22.2,50,5.0,5.0,90,50.0,98,70.0,0.0,80,110,0,0,0,0,0,0,0,0
20,13646,UNKNOWN,True,0.46696279844530814,0.875,672.8,1041.0,https://github.com/rolling-scopes-school/bf3d1a0d-9f78-5b98-a04d-a12f9ae8e859-RSSPL2020Q1,60,100,61.8,100,5.0,0.0,70,50.0,100,70.0,0.0,56,0,0,0,0,0,0,0,0,0
20,13704,UNKNOWN,True,0.4334397556912826,0.8701923076923077,624.5,1048.0,https://github.com/rolling-scopes-school/acb75b37-11c7-515e-8893-e7c9e47c0209-RSSPL2020Q1,60,100,76.8,90,0.0,5.0,90,45.0,90,67.19999999999999,0.5,0,0,0,0,0,0,0,0,0,0
20,13817,True,False,0.4325374791782344,0.8653846153846154,623.2,1067.0,https://github.com/rolling-scopes-school/1a48c65e-1934-53b8-8846-aead77e20987-RSSPL2020Q1,60,100,31.2,92,5.0,5.0,80,45.0,90,62.99999999999999,0.0,52,0,0,0,0,0,0,0,0,0
20,13609,True,False,0.4018600777345919,0.8605769230769231,579.0,N/A,https://github.com/rolling-scopes-school/91986011-0962-5c67-adf2-435374d3e518-RSSPL2020Q1,60,100,36.6,69,5.0,0.4,60,40.0,90,70.0,0.0,48,0,0,0,0,0,0,0,0,0
20,13700,True,False,0.39963908939478066,0.8557692307692307,575.8,1044.0,https://github.com/rolling-scopes-school/9269dd16-d558-52ff-bcac-864b8be5cf85-RSSPL2020Q1,60,100,64.8,86,5.0,0.0,60,50.0,80,70.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13828,True,False,0.39589117157134923,0.8509615384615384,570.4,1040.0,https://github.com/rolling-scopes-school/4cff067e-fcc4-57af-8bc9-852b6350194c-RSSPL2020Q1,60,100,41.4,0,5.0,0.0,70,47.5,100,66.5,0.0,80,0,0,0,0,0,0,0,0,0
20,13685,True,False,0.3899222654081066,0.8461538461538461,561.8,1043.0,https://github.com/rolling-scopes-school/09311359-7c19-50c4-a196-cfde4e3e63bc-RSSPL2020Q1,60,100,55.8,91,5.0,5.0,95,50.0,100,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13600,True,False,0.3896446418656302,0.8413461538461539,561.4,N/A,https://github.com/rolling-scopes-school/4a14f55d-67ef-5918-add2-46964a4049b9-RSSPL2020Q1,60,100,11.4,54,5.0,0.0,65,50.0,90,70.0,0.0,56,0,0,0,0,0,0,0,0,0
20,13792,True,False,0.38402276513048306,0.8365384615384616,553.3,1048.0,https://github.com/rolling-scopes-school/431415cb-ff83-5b70-966f-f7e1cf04f96f-RSSPL2020Q1,60,100,76.8,100,5.0,5.0,0,45.0,95,66.5,0.0,0,0,0,0,0,0,0,0,0,0
20,13893,True,False,0.3790602443087174,0.8317307692307693,546.15,1043.0,https://github.com/rolling-scopes-school/f7c53cf3-c246-5acb-8360-06b93656ff90-RSSPL2020Q1,60,100,5.3999999999999995,56,4.75,0.0,100,50.0,100,70.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13611,UNKNOWN,True,0.3774292059966685,0.8269230769230769,543.8,1168.0,https://github.com/rolling-scopes-school/7cdfb3e1-0575-5788-a2ab-404ed6e40067-RSSPL2020Q1,60,100,58.8,96,5.0,5.0,70,49.0,100,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13653,True,False,0.36410327595780123,0.8221153846153846,524.6,1044.0,https://github.com/rolling-scopes-school/90dcda40-0112-56d6-993c-9201a8cb35ba-RSSPL2020Q1,60,100,3.5999999999999996,74,5.0,0.0,62,50.0,100,70.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13616,UNKNOWN,True,0.35973070516379785,0.8173076923076923,518.3,1236.0,https://github.com/rolling-scopes-school/e2ed5894-210a-5c4d-b5a4-c5e08bf50542-RSSPL2020Q1,60,100,16.8,30,5.0,5.0,75,47.5,67,56.0,0.0,56,0,0,0,0,0,0,0,0,0
20,13645,True,False,0.35001388117712384,0.8125,504.3,1067.0,https://github.com/rolling-scopes-school/ca379c21-716d-561a-922b-9790a82e6ae3-RSSPL2020Q1,60,100,64.8,17,0.0,5.0,70,42.5,70,35.0,0.0,40,0,0,0,0,0,0,0,0,0
20,13698,UNKNOWN,True,0.3425874514158801,0.8076923076923077,493.6,1045.0,https://github.com/rolling-scopes-school/469b1315-f32e-5350-a061-31ad294473c9-RSSPL2020Q1,60,100,25.8,70,0.0,0.0,75,37.5,0,69.3,0.0,56,0,0,0,0,0,0,0,0,0
20,13737,True,False,0.3281510272071072,0.8028846153846154,472.8,1037.0,https://github.com/rolling-scopes-school/e59a4c9b-6083-5d62-9797-40056741cf55-RSSPL2020Q1,60,100,1.7999999999999998,73,0.0,5.0,90,45.0,98,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13617,True,False,0.3219044975013881,0.7980769230769231,463.8,1037.0,https://github.com/rolling-scopes-school/40f7dcf5-5480-59df-b8c6-b90bd267854d-RSSPL2020Q1,60,100,7.8,65,0.0,0.0,80,40.0,69,42.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13604,True,False,0.29532204330927264,0.7932692307692307,425.5,1035.0,https://github.com/rolling-scopes-school/1a8841c0-4791-5997-8434-d5ceff57014e-RSSPL2020Q1,60,50,3.0,0,5.0,0.0,80,25.0,80,66.5,0.0,56,0,0,0,0,0,0,0,0,0
20,13654,True,False,0.2910882842865075,0.7884615384615384,419.4,N/A,https://github.com/rolling-scopes-school/23c76627-1cd9-51cb-9e31-8fbd25045fe2-RSSPL2020Q1,37,50,5.3999999999999995,45,5.0,0.0,90,45.0,86,0.0,0.0,56,0,0,0,0,0,0,0,0,0
20,13677,True,False,0.2835924486396446,0.7836538461538461,408.59999999999997,N/A,https://github.com/rolling-scopes-school/70ec15f3-a12d-5d25-83e5-40c0c29ed737-RSSPL2020Q1,47,50,25.2,60,0.0,0.0,60,25.0,23,64.39999999999999,0.0,24,0,30,0,0,0,0,0,0,0
20,13613,True,False,0.2593003886729595,0.7788461538461539,373.6,1041.0,https://github.com/rolling-scopes-school/53e87489-a731-58a7-8264-65704f68488a-RSSPL2020Q1,60,50,15.6,28,5.0,0.0,65,50.0,100,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13624,True,False,0.2533314825097168,0.7740384615384616,365.0,1172.0,https://github.com/rolling-scopes-school/693f819e-078e-5164-bc15-45bc4d6441d9-RSSPL2020Q1,60,100,12.0,28,0.0,0.0,50,40.0,75,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13598,True,False,0.2518045530260966,0.7692307692307693,362.8,1050.0,https://github.com/rolling-scopes-school/15792289-6a84-5644-b11f-32a5b4ecc67d-RSSPL2020Q1,60,100,7.8,0,5.0,0.0,90,0.0,100,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13626,True,False,0.24215713492504162,0.7644230769230769,348.9,1045.0,https://github.com/rolling-scopes-school/b23c02a8-315d-5f94-8c97-a1c721793c74-RSSPL2020Q1,60,100,53.4,73,5.0,5.0,0,0.0,0,52.5,0.0,0,0,0,0,0,0,0,0,0,0
20,13576,UNKNOWN,True,0.23931149361465853,0.7596153846153846,344.8,1172.0,https://github.com/rolling-scopes-school/68f0df41-a4a6-5b24-9938-b5390cc66a87-RSSPL2020Q1,60,100,76.8,98,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13618,True,False,0.2207107162687396,0.7548076923076923,318.0,1050.0,https://github.com/rolling-scopes-school/3242521b-e1f9-5ffc-8c73-de2853f8a1a6-RSSPL2020Q1,60,100,3.0,0,0.0,5.0,80,0.0,70,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13783,True,False,0.21862853970016657,0.75,315.0,1236.0,https://github.com/rolling-scopes-school/ed069aaf-01df-5c23-9c6a-e2116e484bf7-RSSPL2020Q1,60,100,0.0,0,5.0,0.0,90,0.0,60,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13772,False,False,0.20176290949472514,0.7451923076923077,290.7,N/A,https://github.com/rolling-scopes-school/0cd26351-7969-5940-9a0e-2e5b11545ed1-RSSPL2020Q1,60,100,67.8,48,5.0,0.4,0,0.0,0,0.0,9.5,0,0,0,0,0,0,0,0,0,0
20,13615,False,False,0.1817046085508051,0.7403846153846154,261.8,N/A,https://github.com/rolling-scopes-school/75645956-c121-54f6-831e-760c3406d5c0-RSSPL2020Q1,60,100,76.8,15,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13661,False,False,0.17198778456413105,0.7355769230769231,247.8,N/A,https://github.com/rolling-scopes-school/0eee01b1-7e06-5cbb-9b13-bdc85e05db76-RSSPL2020Q1,57,100,13.799999999999999,72,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13774,False,False,0.14568295391449196,0.7307692307692307,209.9,N/A,https://github.com/rolling-scopes-school/94352b3b-7485-553d-a260-7899045e1312-RSSPL2020Q1,60,100,47.4,0,2.5,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13710,UNKNOWN,True,0.14464186563020545,0.7259615384615384,208.4,N/A,https://github.com/rolling-scopes-school/e9b9800a-cdbd-59e7-96ce-5e4ac8389d4d-RSSPL2020Q1,60,100,38.4,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13638,UNKNOWN,True,0.14089394780677403,0.7211538461538461,203.0,N/A,https://github.com/rolling-scopes-school/5b955b78-c1c5-5ff6-93a2-81b169ea1d86-RSSPL2020Q1,60,100,33.0,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13605,False,False,0.14047751249305943,0.7163461538461539,202.4,N/A,https://github.com/rolling-scopes-school/66802d6b-83a6-5fb7-9674-b0f3761e2282-RSSPL2020Q1,60,100,11.4,21,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13825,False,False,0.1392282065519156,0.7115384615384616,200.6,N/A,https://github.com/rolling-scopes-school/dfd13d98-692e-5c58-ae68-3661179ba7cd-RSSPL2020Q1,60,100,30.599999999999998,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13678,False,False,0.1358967240421988,0.7067307692307693,195.8,N/A,https://github.com/rolling-scopes-school/5450edc3-fa95-51ed-a573-3eba5b7d9e5b-RSSPL2020Q1,60,100,25.8,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13736,False,False,0.13575791227096057,0.7019230769230769,195.6,1242.0,https://github.com/rolling-scopes-school/6efe422d-b2dd-5da1-bdc2-84e5f9162a15-RSSPL2020Q1,60,100,30.599999999999998,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13650,False,False,0.12756801776790674,0.6971153846153846,183.8,N/A,https://github.com/rolling-scopes-school/87cfa1f7-adb8-5fce-a20a-d9de9588d1a8-RSSPL2020Q1,60,100,13.799999999999999,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13592,False,False,0.12742920599666852,0.6923076923076923,183.6,N/A,https://github.com/rolling-scopes-school/d809f3e6-f650-5311-a834-fd0e01185dd3-RSSPL2020Q1,60,100,18.599999999999998,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13620,False,False,0.1259022765130483,0.6875,181.4,N/A,N/A,60,100,8.4,0,5.0,0.0,0,0.0,0,0.0,8.0,0,0,0,0,0,0,0,0,0,0
20,13740,False,False,0.1250694058856191,0.6826923076923077,180.2,N/A,https://github.com/rolling-scopes-school/651bafae-8712-54ab-bcb9-244648d1e9b7-RSSPL2020Q1,60,100,10.2,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13554,False,False,0.12451415880066631,0.6778846153846154,179.4,N/A,https://github.com/rolling-scopes-school/bd26a118-d7e9-5fab-8010-8e00e2fa2707-RSSPL2020Q1,60,100,14.399999999999999,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13622,False,False,0.1243753470294281,0.6730769230769231,179.2,N/A,https://github.com/rolling-scopes-school/63b2538e-4623-52b0-8d67-96caadc767b1-RSSPL2020Q1,60,100,19.2,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13807,False,False,0.12277901166018879,0.6682692307692307,176.9,1169.0,https://github.com/rolling-scopes-school/8b1577ff-b784-580c-b0b4-13a34076ee14-RSSPL2020Q1,60,50,47.4,1,3.5,5.0,10,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13689,False,False,0.12257079400333148,0.6634615384615384,176.6,1051.0,https://github.com/rolling-scopes-school/b0a018bc-4fc2-5ef5-a124-4fb91226d9d5-RSSPL2020Q1,60,100,6.6,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13741,UNKNOWN,True,0.12180732926152138,0.6586538461538461,175.5,N/A,N/A,60,100,0.0,0,5.0,0.0,0,0.0,0,0.0,10.5,0,0,0,0,0,0,0,0,0,0
20,13679,False,False,0.12152970571904498,0.6538461538461539,175.1,N/A,N/A,60,100,0.6,0,5.0,0.0,0,0.0,0,0.0,9.5,0,0,0,0,0,0,0,0,0,0
20,13577,False,False,0.12048861743475847,0.6490384615384616,173.6,N/A,https://github.com/rolling-scopes-school/99c25326-7ba1-5abe-aa48-7e818985edeb-RSSPL2020Q1,60,100,6.6,2,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13606,False,False,0.12007218212104387,0.6442307692307693,173.0,N/A,https://github.com/rolling-scopes-school/7d9a2de9-05d0-5753-8216-6272948b4489-RSSPL2020Q1,60,100,3.0,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13584,False,False,0.11951693503609105,0.6394230769230769,172.2,N/A,https://github.com/rolling-scopes-school/74f50983-2f88-56c4-a1c0-9ddbbd415376-RSSPL2020Q1,60,100,7.199999999999999,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13578,UNKNOWN,True,0.11923931149361466,0.6298076923076923,171.8,N/A,https://github.com/rolling-scopes-school/83634305-cd1b-585c-bff5-cd6cfb393af2-RSSPL2020Q1,60,100,1.7999999999999998,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13648,False,False,0.11923931149361466,0.6298076923076923,171.8,N/A,https://github.com/rolling-scopes-school/f66aacd8-affd-57b8-95ab-d41cfe05fb9a-RSSPL2020Q1,60,100,1.7999999999999998,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13701,False,False,0.11799000555247086,0.6201923076923077,170.0,N/A,https://github.com/rolling-scopes-school/30802cc1-28cf-5b85-89b5-b750da465ec9-RSSPL2020Q1,60,100,0.0,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13702,False,False,0.11799000555247086,0.6201923076923077,170.0,N/A,https://github.com/rolling-scopes-school/ca6ca9a9-62c1-5d2b-b196-a4a3b98af47f-RSSPL2020Q1,60,100,0.0,0,5.0,5.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13627,False,False,0.11660188784008885,0.6153846153846154,168.0,1049.0,https://github.com/rolling-scopes-school/a13c165e-4c02-526e-a74f-dc82e8135fab-RSSPL2020Q1,60,100,3.0,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13599,False,False,0.11493614658523042,0.6105769230769231,165.6,N/A,https://github.com/rolling-scopes-school/4e86344a-b3f0-5cad-bc2b-7a8bd7cf35ef-RSSPL2020Q1,60,100,0.6,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13776,False,False,0.11451971127151583,0.5865384615384616,165.0,N/A,https://github.com/rolling-scopes-school/93969c62-e67a-52c8-9581-8b385d06cfab-RSSPL2020Q1,60,100,0.0,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13758,False,False,0.11451971127151583,0.5865384615384616,165.0,N/A,https://github.com/rolling-scopes-school/fe060307-1d7f-5b4e-9596-64ebc8dca4f1-RSSPL2020Q1,60,100,0.0,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13671,False,False,0.11451971127151583,0.5865384615384616,165.0,N/A,https://github.com/rolling-scopes-school/691ad409-2d76-5ab7-877a-c7d384010404-RSSPL2020Q1,60,100,0.0,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13586,False,False,0.11451971127151583,0.5865384615384616,165.0,N/A,https://github.com/rolling-scopes-school/f0f4f111-aa5b-5f17-8e78-2a513861aa5b-RSSPL2020Q1,60,100,0.0,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13579,False,False,0.11451971127151583,0.5865384615384616,165.0,N/A,https://github.com/rolling-scopes-school/ebd2c5a8-bad4-5a51-aae7-f26e0d74ea9e-RSSPL2020Q1,60,100,0.0,0,5.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13750,False,False,0.11438089950027763,0.5817307692307693,164.8,N/A,N/A,60,100,4.8,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13625,UNKNOWN,True,0.11347862298722933,0.5769230769230769,163.5,N/A,https://github.com/rolling-scopes-school/7556eddd-c6d1-58fe-bd2e-1f21cb73fef1-RSSPL2020Q1,60,100,0.0,0,3.5,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13680,False,False,0.11330510827318158,0.5721153846153846,163.25,N/A,https://github.com/rolling-scopes-school/bc584f53-588f-5a40-aea3-a603b11e27ab-RSSPL2020Q1,60,100,0.0,0,3.25,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13699,UNKNOWN,True,0.111188228761799,0.5673076923076923,160.2,N/A,https://github.com/rolling-scopes-school/595e0bd0-c8a1-58f4-b597-06efe8d9b05d-RSSPL2020Q1,56,100,4.2,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13655,False,False,0.1110494169905608,0.5432692307692307,160.0,N/A,https://github.com/rolling-scopes-school/ed0e6efa-22ca-501e-9572-6899555d0e0c-RSSPL2020Q1,60,100,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13585,UNKNOWN,True,0.1110494169905608,0.5432692307692307,160.0,N/A,https://github.com/rolling-scopes-school/d10f91be-d51e-5c54-ae1f-a8b4d4954d2a-RSSPL2020Q1,60,100,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13669,False,False,0.1110494169905608,0.5432692307692307,160.0,1034.0,https://github.com/rolling-scopes-school/8393f6f9-51e5-575a-b6ff-fd24e6b1094a-RSSPL2020Q1,60,100,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13717,False,False,0.1110494169905608,0.5432692307692307,160.0,N/A,https://github.com/rolling-scopes-school/16349526-6481-552c-9472-4ffbdfce796a-RSSPL2020Q1,60,100,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
20,13590,False,False,0.1110494169905608,0.5432692307692307,160.0,N/A,https://github.com/rolling-scopes-school/0c1fb752-dcb7-576c-a6c2-c2ef44a33177-RSSPL2020Q1,60,100,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
