courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_505.0,score_517.0,score_N/A
29,15204,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14538,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14853,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14852,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14719,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,15205,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,15198,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,15584,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14844,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14843,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14554,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,15182,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14535,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,15483,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14707,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,15530,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14569,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,15296,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,15233,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,14839,UNKNOWN,True,1.0,0.9319196428571429,264.0,N/A,N/A,240,24,0
29,15485,UNKNOWN,True,0.9962121212121212,0.9285714285714286,263.0,N/A,N/A,239,24,0
29,14726,UNKNOWN,True,0.9962121212121212,0.9285714285714286,263.0,N/A,N/A,239,24,0
29,14779,UNKNOWN,True,0.9962121212121212,0.9285714285714286,263.0,N/A,N/A,239,24,0
29,15408,UNKNOWN,True,0.9924242424242424,0.921875,262.0,N/A,N/A,238,24,0
29,14549,UNKNOWN,True,0.9924242424242424,0.921875,262.0,N/A,N/A,238,24,0
29,14696,UNKNOWN,True,0.9924242424242424,0.921875,262.0,N/A,N/A,238,24,0
29,14699,UNKNOWN,True,0.9924242424242424,0.921875,262.0,N/A,N/A,238,24,0
29,14957,UNKNOWN,True,0.9924242424242424,0.921875,262.0,N/A,N/A,238,24,0
29,14817,UNKNOWN,True,0.9924242424242424,0.921875,262.0,N/A,N/A,238,24,0
29,14568,UNKNOWN,True,0.9886363636363636,0.9174107142857143,261.0,N/A,N/A,237,24,0
29,14736,UNKNOWN,True,0.9886363636363636,0.9174107142857143,261.0,N/A,N/A,240,21,0
29,15153,UNKNOWN,True,0.9886363636363636,0.9174107142857143,261.0,N/A,N/A,240,21,0
29,14756,UNKNOWN,True,0.9886363636363636,0.9174107142857143,261.0,N/A,N/A,240,21,0
29,14982,UNKNOWN,True,0.9810606060606061,0.9140625,259.0,N/A,N/A,235,24,0
29,14695,UNKNOWN,True,0.9810606060606061,0.9140625,259.0,N/A,N/A,238,21,0
29,15184,UNKNOWN,True,0.9810606060606061,0.9140625,259.0,N/A,N/A,235,24,0
29,14637,UNKNOWN,True,0.9772727272727273,0.9118303571428571,258.0,N/A,N/A,240,18,0
29,14615,UNKNOWN,True,0.9772727272727273,0.9118303571428571,258.0,N/A,N/A,240,18,0
29,14805,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,233,24,0
29,14745,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,233,24,0
29,14807,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,233,24,0
29,15426,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,233,24,0
29,14811,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,233,24,0
29,14636,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,233,24,0
29,14927,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,233,24,0
29,14680,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,233,24,0
29,15024,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,233,24,0
29,14867,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,233,24,0
29,14570,UNKNOWN,True,0.9734848484848485,0.8995535714285714,257.0,N/A,N/A,239,18,0
29,14693,UNKNOWN,True,0.9659090909090909,0.8928571428571429,255.0,N/A,N/A,237,18,0
29,14796,UNKNOWN,True,0.9659090909090909,0.8928571428571429,255.0,N/A,N/A,240,15,0
29,15669,UNKNOWN,True,0.9659090909090909,0.8928571428571429,255.0,N/A,https://github.com/rolling-scopes-school/1cd5c8cc-6b5e-5a37-bbcd-96a03d9525a5-REACT2020Q3,240,15,0
29,15576,UNKNOWN,True,0.9659090909090909,0.8928571428571429,255.0,N/A,N/A,240,15,0
29,15474,UNKNOWN,True,0.9659090909090909,0.8928571428571429,255.0,N/A,N/A,240,15,0
29,15139,UNKNOWN,True,0.9659090909090909,0.8928571428571429,255.0,N/A,N/A,237,18,0
29,14791,UNKNOWN,True,0.9621212121212122,0.8917410714285714,254.0,N/A,N/A,230,24,0
29,15156,UNKNOWN,True,0.9583333333333334,0.890625,253.0,N/A,N/A,232,21,0
29,15691,UNKNOWN,True,0.9545454545454546,0.8861607142857143,252.0,N/A,N/A,228,24,0
29,14624,UNKNOWN,True,0.9545454545454546,0.8861607142857143,252.0,N/A,N/A,240,12,0
29,14876,UNKNOWN,True,0.9545454545454546,0.8861607142857143,252.0,N/A,N/A,228,24,0
29,14976,UNKNOWN,True,0.9545454545454546,0.8861607142857143,252.0,N/A,N/A,240,12,0
29,15487,UNKNOWN,True,0.9507575757575758,0.8828125,251.0,N/A,N/A,227,24,0
29,14907,UNKNOWN,True,0.9507575757575758,0.8828125,251.0,N/A,N/A,227,24,0
29,14772,UNKNOWN,True,0.9507575757575758,0.8828125,251.0,N/A,N/A,227,24,0
29,14623,UNKNOWN,True,0.9431818181818182,0.8794642857142857,249.0,N/A,N/A,240,9,0
29,14606,UNKNOWN,True,0.9431818181818182,0.8794642857142857,249.0,N/A,N/A,225,24,0
29,14893,UNKNOWN,True,0.9431818181818182,0.8794642857142857,249.0,N/A,N/A,231,18,0
29,14812,UNKNOWN,True,0.9393939393939394,0.8783482142857143,248.0,N/A,N/A,230,18,0
29,14724,UNKNOWN,True,0.9356060606060606,0.8738839285714286,247.0,N/A,N/A,223,24,0
29,14892,UNKNOWN,True,0.9356060606060606,0.8738839285714286,247.0,N/A,N/A,223,24,0
29,15033,UNKNOWN,True,0.9356060606060606,0.8738839285714286,247.0,N/A,N/A,223,24,0
29,15300,UNKNOWN,True,0.9356060606060606,0.8738839285714286,247.0,N/A,N/A,223,24,0
29,14697,UNKNOWN,True,0.9318181818181818,0.8705357142857143,246.0,N/A,N/A,237,9,0
29,14598,UNKNOWN,True,0.9318181818181818,0.8705357142857143,246.0,N/A,N/A,240,6,0
29,14718,UNKNOWN,True,0.9318181818181818,0.8705357142857143,246.0,N/A,N/A,240,6,0
29,14874,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,14845,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,14716,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,15546,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,14589,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,14602,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,14654,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,15385,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,14789,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,https://github.com/rolling-scopes-school/d42c4e1b-c948-5bca-acfb-f79ba7eb4c1b-REACT2020Q3,220,24,0
29,14751,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,14758,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,14910,UNKNOWN,True,0.9242424242424242,0.8571428571428571,244.0,N/A,N/A,220,24,0
29,14541,UNKNOWN,True,0.9204545454545454,0.8549107142857143,243.0,N/A,N/A,231,12,0
29,14594,UNKNOWN,True,0.9204545454545454,0.8549107142857143,243.0,N/A,N/A,240,3,0
29,14814,UNKNOWN,True,0.9166666666666666,0.8526785714285714,242.0,N/A,N/A,227,15,0
29,14731,UNKNOWN,True,0.9166666666666666,0.8526785714285714,242.0,N/A,N/A,218,24,0
29,14664,UNKNOWN,True,0.9128787878787878,0.8459821428571429,241.0,N/A,N/A,217,24,0
29,14553,UNKNOWN,True,0.9128787878787878,0.8459821428571429,241.0,N/A,N/A,220,21,0
29,14819,UNKNOWN,True,0.9128787878787878,0.8459821428571429,241.0,N/A,N/A,220,21,0
29,15512,UNKNOWN,True,0.9128787878787878,0.8459821428571429,241.0,N/A,N/A,217,24,0
29,14684,UNKNOWN,True,0.9128787878787878,0.8459821428571429,241.0,N/A,N/A,220,21,0
29,14729,UNKNOWN,True,0.9128787878787878,0.8459821428571429,241.0,N/A,N/A,220,21,0
29,15077,UNKNOWN,True,0.9090909090909091,0.8415178571428571,240.0,N/A,N/A,216,24,0
29,14944,UNKNOWN,True,0.9090909090909091,0.8415178571428571,240.0,N/A,N/A,225,15,0
29,15194,UNKNOWN,True,0.9090909090909091,0.8415178571428571,240.0,N/A,N/A,240,0,0
29,14740,UNKNOWN,True,0.9090909090909091,0.8415178571428571,240.0,N/A,N/A,225,15,0
29,14880,UNKNOWN,True,0.9053030303030303,0.8370535714285714,239.0,N/A,N/A,215,24,0
29,15102,UNKNOWN,True,0.9053030303030303,0.8370535714285714,239.0,N/A,N/A,215,24,0
29,14567,UNKNOWN,True,0.9053030303030303,0.8370535714285714,239.0,N/A,N/A,230,9,0
29,14582,UNKNOWN,True,0.9053030303030303,0.8370535714285714,239.0,N/A,N/A,218,21,0
29,14788,UNKNOWN,True,0.9015151515151515,0.8314732142857143,238.0,N/A,N/A,217,21,0
29,14694,UNKNOWN,True,0.9015151515151515,0.8314732142857143,238.0,N/A,N/A,217,21,0
29,14593,UNKNOWN,True,0.9015151515151515,0.8314732142857143,238.0,N/A,https://github.com/rolling-scopes-school/99f65783-2dce-5d9b-a18e-33170de0b00d-REACT2020Q3,220,18,0
29,15378,UNKNOWN,True,0.9015151515151515,0.8314732142857143,238.0,N/A,N/A,220,18,0
29,14795,UNKNOWN,True,0.9015151515151515,0.8314732142857143,238.0,N/A,N/A,220,18,0
29,14890,UNKNOWN,True,0.8977272727272727,0.8247767857142857,237.0,N/A,N/A,213,24,0
29,14734,UNKNOWN,True,0.8977272727272727,0.8247767857142857,237.0,N/A,N/A,213,24,0
29,14766,UNKNOWN,True,0.8977272727272727,0.8247767857142857,237.0,N/A,N/A,213,24,0
29,15529,UNKNOWN,True,0.8977272727272727,0.8247767857142857,237.0,N/A,N/A,213,24,0
29,14630,UNKNOWN,True,0.8977272727272727,0.8247767857142857,237.0,N/A,N/A,213,24,0
29,14674,UNKNOWN,True,0.8977272727272727,0.8247767857142857,237.0,N/A,N/A,213,24,0
29,14928,UNKNOWN,True,0.8939393939393939,0.8214285714285714,236.0,N/A,N/A,212,24,0
29,14741,UNKNOWN,True,0.8939393939393939,0.8214285714285714,236.0,N/A,N/A,218,18,0
29,14676,UNKNOWN,True,0.8939393939393939,0.8214285714285714,236.0,N/A,N/A,212,24,0
29,14883,UNKNOWN,True,0.8901515151515151,0.8169642857142857,235.0,N/A,N/A,229,6,0
29,14932,UNKNOWN,True,0.8901515151515151,0.8169642857142857,235.0,N/A,N/A,220,15,0
29,14656,UNKNOWN,True,0.8901515151515151,0.8169642857142857,235.0,N/A,https://github.com/rolling-scopes-school/487bae60-4326-543a-b6a8-9aad67c7090a-REACT2020Q3,235,0,0
29,14742,UNKNOWN,True,0.8901515151515151,0.8169642857142857,235.0,N/A,N/A,220,15,0
29,14663,UNKNOWN,True,0.8863636363636364,0.8102678571428571,234.0,N/A,N/A,210,24,0
29,15202,UNKNOWN,True,0.8863636363636364,0.8102678571428571,234.0,N/A,N/A,213,21,0
29,14596,UNKNOWN,True,0.8863636363636364,0.8102678571428571,234.0,N/A,N/A,210,24,0
29,15476,UNKNOWN,True,0.8863636363636364,0.8102678571428571,234.0,N/A,N/A,210,24,0
29,14691,UNKNOWN,True,0.8863636363636364,0.8102678571428571,234.0,N/A,N/A,228,6,0
29,14930,UNKNOWN,True,0.8863636363636364,0.8102678571428571,234.0,N/A,N/A,213,21,0
29,15344,UNKNOWN,True,0.8825757575757576,0.8080357142857143,233.0,N/A,N/A,227,6,0
29,15517,UNKNOWN,True,0.8825757575757576,0.8080357142857143,233.0,N/A,N/A,233,0,0
29,15364,UNKNOWN,True,0.8787878787878788,0.8046875,232.0,N/A,N/A,217,15,0
29,14871,UNKNOWN,True,0.8787878787878788,0.8046875,232.0,N/A,N/A,208,24,0
29,15586,UNKNOWN,True,0.8787878787878788,0.8046875,232.0,N/A,N/A,208,24,0
29,15092,UNKNOWN,True,0.875,0.8024553571428571,231.0,N/A,N/A,213,18,0
29,14547,UNKNOWN,True,0.875,0.8024553571428571,231.0,N/A,N/A,210,21,0
29,14673,UNKNOWN,True,0.8712121212121212,0.7991071428571429,230.0,N/A,N/A,206,24,0
29,14713,UNKNOWN,True,0.8712121212121212,0.7991071428571429,230.0,N/A,N/A,230,0,0
29,15361,UNKNOWN,True,0.8712121212121212,0.7991071428571429,230.0,N/A,N/A,206,24,0
29,15608,UNKNOWN,True,0.8674242424242424,0.7912946428571429,229.0,N/A,N/A,220,9,0
29,14669,UNKNOWN,True,0.8674242424242424,0.7912946428571429,229.0,N/A,N/A,205,24,0
29,15498,UNKNOWN,True,0.8674242424242424,0.7912946428571429,229.0,N/A,N/A,220,9,0
29,14647,UNKNOWN,True,0.8674242424242424,0.7912946428571429,229.0,N/A,N/A,220,9,0
29,14628,UNKNOWN,True,0.8674242424242424,0.7912946428571429,229.0,N/A,N/A,205,24,0
29,14822,UNKNOWN,True,0.8674242424242424,0.7912946428571429,229.0,N/A,N/A,220,9,0
29,14802,UNKNOWN,True,0.8674242424242424,0.7912946428571429,229.0,N/A,N/A,217,12,0
29,15352,UNKNOWN,True,0.8636363636363636,0.7890625,228.0,N/A,N/A,213,15,0
29,15141,UNKNOWN,True,0.8636363636363636,0.7890625,228.0,N/A,N/A,210,18,0
29,14760,UNKNOWN,True,0.8598484848484849,0.7823660714285714,227.0,N/A,N/A,203,24,0
29,14757,UNKNOWN,True,0.8598484848484849,0.7823660714285714,227.0,N/A,N/A,227,0,0
29,15138,UNKNOWN,True,0.8598484848484849,0.7823660714285714,227.0,N/A,N/A,227,0,0
29,14632,UNKNOWN,True,0.8598484848484849,0.7823660714285714,227.0,N/A,N/A,203,24,0
29,14926,UNKNOWN,True,0.8598484848484849,0.7823660714285714,227.0,N/A,N/A,224,3,0
29,15452,UNKNOWN,True,0.8598484848484849,0.7823660714285714,227.0,N/A,N/A,203,24,0
29,15216,UNKNOWN,True,0.8560606060606061,0.7779017857142857,226.0,N/A,N/A,220,6,0
29,15448,UNKNOWN,True,0.8560606060606061,0.7779017857142857,226.0,N/A,N/A,202,24,0
29,14610,UNKNOWN,True,0.8560606060606061,0.7779017857142857,226.0,N/A,N/A,202,24,0
29,15040,UNKNOWN,True,0.8560606060606061,0.7779017857142857,226.0,N/A,N/A,205,21,0
29,15617,UNKNOWN,True,0.8522727272727273,0.7745535714285714,225.0,N/A,N/A,225,0,0
29,14891,UNKNOWN,True,0.8522727272727273,0.7745535714285714,225.0,N/A,N/A,207,18,0
29,14836,UNKNOWN,True,0.8522727272727273,0.7745535714285714,225.0,N/A,N/A,201,24,0
29,14748,UNKNOWN,True,0.8484848484848485,0.7712053571428571,224.0,N/A,N/A,200,24,0
29,15479,UNKNOWN,True,0.8484848484848485,0.7712053571428571,224.0,N/A,N/A,200,24,0
29,14749,UNKNOWN,True,0.8484848484848485,0.7712053571428571,224.0,N/A,N/A,200,24,0
29,15177,UNKNOWN,True,0.8446969696969697,0.7700892857142857,223.0,N/A,N/A,202,21,0
29,15368,UNKNOWN,True,0.8409090909090909,0.7667410714285714,222.0,N/A,N/A,198,24,0
29,14872,UNKNOWN,True,0.8409090909090909,0.7667410714285714,222.0,N/A,N/A,198,24,0
29,14947,UNKNOWN,True,0.8409090909090909,0.7667410714285714,222.0,N/A,N/A,198,24,0
29,15120,UNKNOWN,True,0.8371212121212122,0.7645089285714286,221.0,N/A,N/A,212,9,0
29,15519,UNKNOWN,True,0.8371212121212122,0.7645089285714286,221.0,N/A,N/A,215,6,0
29,14815,UNKNOWN,True,0.8333333333333334,0.7600446428571429,220.0,N/A,N/A,220,0,0
29,15671,UNKNOWN,True,0.8333333333333334,0.7600446428571429,220.0,N/A,N/A,205,15,0
29,14968,UNKNOWN,True,0.8333333333333334,0.7600446428571429,220.0,N/A,N/A,196,24,0
29,14712,UNKNOWN,True,0.8333333333333334,0.7600446428571429,220.0,N/A,N/A,220,0,0
29,14685,UNKNOWN,True,0.8295454545454546,0.7578125,219.0,N/A,N/A,198,21,0
29,15314,UNKNOWN,True,0.8295454545454546,0.7578125,219.0,N/A,N/A,195,24,0
29,14862,UNKNOWN,True,0.8257575757575758,0.7511160714285714,218.0,N/A,N/A,200,18,0
29,14860,UNKNOWN,True,0.8257575757575758,0.7511160714285714,218.0,N/A,N/A,200,18,0
29,14583,UNKNOWN,True,0.8257575757575758,0.7511160714285714,218.0,N/A,N/A,218,0,0
29,14780,UNKNOWN,True,0.8257575757575758,0.7511160714285714,218.0,N/A,N/A,218,0,0
29,14935,UNKNOWN,True,0.8257575757575758,0.7511160714285714,218.0,N/A,N/A,197,21,0
29,15473,UNKNOWN,True,0.8257575757575758,0.7511160714285714,218.0,N/A,https://github.com/rolling-scopes-school/5ee61337-12f5-5e29-beba-70f53a1fe9a0-REACT2020Q3,197,21,0
29,15636,UNKNOWN,True,0.821969696969697,0.7466517857142857,217.0,N/A,N/A,217,0,0
29,15027,UNKNOWN,True,0.821969696969697,0.7466517857142857,217.0,N/A,N/A,217,0,0
29,14658,UNKNOWN,True,0.821969696969697,0.7466517857142857,217.0,N/A,N/A,208,9,0
29,15200,UNKNOWN,True,0.821969696969697,0.7466517857142857,217.0,N/A,https://github.com/rolling-scopes-school/eac2cbf3-207d-5feb-ad21-f29014af6ac6-REACT2020Q3,217,0,0
29,15065,UNKNOWN,True,0.8143939393939394,0.7433035714285714,215.0,N/A,N/A,215,0,0
29,15393,UNKNOWN,True,0.8143939393939394,0.7433035714285714,215.0,N/A,N/A,197,18,0
29,15468,UNKNOWN,True,0.8143939393939394,0.7433035714285714,215.0,N/A,N/A,197,18,0
29,15416,UNKNOWN,True,0.8106060606060606,0.7410714285714286,214.0,N/A,N/A,193,21,0
29,14631,UNKNOWN,True,0.8106060606060606,0.7410714285714286,214.0,N/A,N/A,190,24,0
29,15100,UNKNOWN,True,0.8068181818181818,0.7399553571428571,213.0,N/A,N/A,207,6,0
29,15467,UNKNOWN,True,0.7992424242424242,0.7366071428571429,211.0,N/A,N/A,208,3,0
29,14945,UNKNOWN,True,0.7992424242424242,0.7366071428571429,211.0,N/A,N/A,205,6,0
29,14882,UNKNOWN,True,0.7992424242424242,0.7366071428571429,211.0,N/A,N/A,187,24,0
29,15014,UNKNOWN,True,0.7954545454545454,0.734375,210.0,N/A,N/A,195,15,0
29,14800,UNKNOWN,True,0.7954545454545454,0.734375,210.0,N/A,N/A,210,0,0
29,14536,UNKNOWN,True,0.7878787878787878,0.7332589285714286,208.0,N/A,N/A,208,0,0
29,14625,UNKNOWN,True,0.7840909090909091,0.7321428571428571,207.0,N/A,N/A,183,24,0
29,15011,UNKNOWN,True,0.7803030303030303,0.7299107142857143,206.0,N/A,N/A,182,24,0
29,14634,UNKNOWN,True,0.7803030303030303,0.7299107142857143,206.0,N/A,N/A,197,9,0
29,14873,UNKNOWN,True,0.7765151515151515,0.7287946428571429,205.0,N/A,N/A,187,18,0
29,15047,UNKNOWN,True,0.7727272727272727,0.7276785714285714,204.0,N/A,N/A,195,9,0
29,14765,UNKNOWN,True,0.7689393939393939,0.7265625,203.0,N/A,N/A,203,0,0
29,14591,UNKNOWN,True,0.7651515151515151,0.7232142857142857,202.0,N/A,N/A,202,0,0
29,15190,UNKNOWN,True,0.7651515151515151,0.7232142857142857,202.0,N/A,N/A,202,0,0
29,15489,UNKNOWN,True,0.7651515151515151,0.7232142857142857,202.0,N/A,N/A,202,0,0
29,15273,UNKNOWN,True,0.7613636363636364,0.7209821428571429,201.0,N/A,N/A,201,0,0
29,15054,UNKNOWN,True,0.7613636363636364,0.7209821428571429,201.0,N/A,https://github.com/rolling-scopes-school/757d1290-de7d-54de-ae08-b260df2fde0e-REACT2020Q3,177,24,0
29,14686,UNKNOWN,True,0.7575757575757576,0.7198660714285714,200.0,N/A,N/A,200,0,0
29,14884,UNKNOWN,True,0.75,0.7176339285714286,198.0,N/A,N/A,180,18,0
29,14612,UNKNOWN,True,0.75,0.7176339285714286,198.0,N/A,N/A,198,0,0
29,14846,UNKNOWN,True,0.7462121212121212,0.7165178571428571,197.0,N/A,N/A,197,0,0
29,14733,UNKNOWN,True,0.7386363636363636,0.7142857142857143,195.0,N/A,N/A,171,24,0
29,15433,UNKNOWN,True,0.7386363636363636,0.7142857142857143,195.0,N/A,N/A,195,0,0
29,14806,UNKNOWN,True,0.7310606060606061,0.7120535714285714,193.0,N/A,N/A,193,0,0
29,15513,UNKNOWN,True,0.7310606060606061,0.7120535714285714,193.0,N/A,N/A,193,0,0
29,14750,UNKNOWN,True,0.7234848484848485,0.7109375,191.0,N/A,N/A,173,18,0
29,15116,UNKNOWN,True,0.7083333333333334,0.7087053571428571,187.0,N/A,https://github.com/rolling-scopes-school/017a3666-2c9d-51db-93f5-d4611cd3108c-REACT2020Q3,178,9,0
29,15026,UNKNOWN,True,0.7083333333333334,0.7087053571428571,187.0,N/A,N/A,187,0,0
29,14655,UNKNOWN,True,0.7007575757575758,0.7075892857142857,185.0,N/A,N/A,185,0,0
29,14818,UNKNOWN,True,0.6931818181818182,0.7064732142857143,183.0,N/A,N/A,168,15,0
29,14710,UNKNOWN,True,0.6893939393939394,0.7042410714285714,182.0,N/A,N/A,182,0,0
29,15210,UNKNOWN,True,0.6893939393939394,0.7042410714285714,182.0,N/A,N/A,182,0,0
29,15449,UNKNOWN,True,0.6856060606060606,0.703125,181.0,N/A,N/A,178,3,0
29,15165,UNKNOWN,True,0.6818181818181818,0.7020089285714286,180.0,N/A,N/A,180,0,0
29,14526,UNKNOWN,True,0.6704545454545454,0.7008928571428571,177.0,N/A,N/A,153,24,0
29,15034,UNKNOWN,True,0.6666666666666666,0.6997767857142857,176.0,N/A,N/A,170,6,0
29,15109,UNKNOWN,True,0.6628787878787878,0.6986607142857143,175.0,N/A,N/A,175,0,0
