courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_238.0,score_239.0,score_260.0,score_263.0,score_264.0,score_265.0,score_266.0,score_267.0,score_268.0,score_269.0,score_271.0,score_272.0,score_273.0,score_274.0,score_275.0,score_276.0,score_N/A
9,5545,True,False,0.5871318188353702,0.8055555555555556,816.70036,484.0,N/A,21,0.00036,35.0,100,70,31.2,100,70,70,100,19.5,50,150,0,0,0,0
9,4836,True,False,0.582314881380302,0.803030303030303,810.0,N/A,N/A,21,0.0,44.5,40,88,31.5,95,85,60,150,15.0,40,80,0,60,0,0
9,5014,True,False,0.581236520488857,0.8005050505050505,808.5,476.0,N/A,18,0.0,42.5,40,100,31.5,90,100,90,100,19.5,100,77,0,0,0,0
9,5018,True,False,0.5808772969086987,0.797979797979798,808.00032,478.0,N/A,23,0.00032,40.0,100,95,22.5,85,95,93,100,19.5,60,75,0,0,0,0
9,5015,False,False,0.5772829618979152,0.7954545454545454,803.0006,530.0,N/A,31,0.0006000000000000001,48.0,80,95,33.0,70,90,40,112,24.0,100,80,0,0,0,0
9,4989,False,False,0.5693750179726815,0.7929292929292929,792.00065,499.0,N/A,31,0.0006500000000000001,48.5,40,100,31.5,85,100,100,133,18.0,25,80,0,0,0,0
9,5546,False,False,0.5647021639108555,0.7904040404040404,785.50071,498.0,N/A,32,0.00071,38.0,100,100,34.5,80,85,95,80,21.0,60,60,0,0,0,0
9,5563,False,False,0.5607480589503954,0.7878787878787878,780.00055,514.0,N/A,37,0.00055,44.0,100,100,34.5,100,90,100,90,19.5,65,0,0,0,0,0
9,4969,False,False,0.5564344716031632,0.7853535353535354,774.00035,544.0,N/A,35,0.00035000000000000005,47.5,120,100,40.5,100,100,100,60,6.0,65,0,0,0,0,0
9,5026,False,False,0.5557874910136593,0.7828282828282829,773.1004,502.0,N/A,28,0.0004,45.0,40,100,20.099999999999998,85,90,50,100,15.0,100,100,0,0,0,0
9,5558,False,False,0.5513303953989935,0.7803030303030303,766.90058,540.0,N/A,38,0.00058,41.0,100,90,27.9,100,85,100,100,0.0,85,0,0,0,0,0
9,5547,False,False,0.5490294751976995,0.7777777777777778,763.7,507.0,N/A,37,0.0,34.5,100,100,7.199999999999999,90,90,85,0,15.0,90,115,0,0,0,0
9,5548,False,False,0.5475920848310567,0.7752525252525253,761.7005899999999,475.0,N/A,17,0.00059,35.0,60,70,5.7,75,49,35,130,0.0,30,65,0,110,80,0
9,4828,False,False,0.547016980589504,0.7727272727272727,760.90062,501.0,N/A,30,0.00062,44.0,99,100,35.4,100,100,90,140,22.5,0,0,0,0,0,0
9,4935,False,False,0.5419847663551401,0.7702020202020202,753.90081,490.0,N/A,31,0.0008100000000000001,42.5,50,100,17.4,85,55,35,135,0.0,40,103,0,60,0,0
9,5549,False,False,0.5381020848310568,0.7676767676767676,748.5,488.0,N/A,18,0.0,47.5,100,100,28.5,95,100,80,100,19.5,60,0,0,0,0,0
9,4848,False,False,0.5370237239396118,0.7651515151515151,747.0,528.0,N/A,25,0.0,47.0,40,95,30.0,100,100,70,100,0.0,65,75,0,0,0,0
9,4865,False,False,0.5183321351545651,0.7626262626262627,721.0,538.0,N/A,21,0.0,45.0,100,100,30.0,85,100,60,100,15.0,65,0,0,0,0,0
9,5550,False,False,0.5182606182602445,0.76010101010101,720.90052,538.0,N/A,13,0.0005200000000000001,45.0,40,100,9.9,100,80,60,138,0.0,0,85,0,0,50,0
9,5551,False,False,0.5148817325664989,0.7575757575757576,716.2004900000001,538.0,N/A,29,0.0004900000000000001,42.5,100,100,14.7,95,95,70,90,15.0,65,0,0,0,0,0
9,4860,False,False,0.5124373687994248,0.7550505050505051,712.8003799999999,533.0,N/A,23,0.00038,35.0,40,100,16.8,88,0,80,140,15.0,75,100,0,0,0,0
9,5552,False,False,0.5092742846872753,0.7525252525252525,708.40053,N/A,N/A,24,0.0005300000000000001,36.0,50,100,35.4,70,98,95,100,0.0,100,0,0,0,0,0
9,5559,False,False,0.5069737742631202,0.75,705.2005200000001,509.0,N/A,27,0.0005200000000000001,43.5,40,100,14.7,65,92,100,100,18.0,0,105,0,0,0,0
9,4997,False,False,0.5034511358734723,0.7474747474747475,700.30053,538.0,N/A,29,0.0005300000000000001,47.5,100,100,28.799999999999997,85,100,80,100,30.0,0,0,0,0,0,0
9,5567,False,False,0.4974838245866283,0.7449494949494949,692.0,482.0,N/A,30,0.0,47.5,120,100,28.5,88,90,80,0,18.0,90,0,0,0,0,0
9,4849,False,False,0.4828903450754853,0.7424242424242424,671.70047,486.0,N/A,23,0.00047000000000000004,41.0,40,90,26.7,45,87,60,100,0.0,90,60,9,0,0,0
9,4926,False,False,0.4723224083393242,0.73989898989899,657.00047,473.0,N/A,35,0.00047000000000000004,33.5,120,92,31.5,90,20,95,20,0.0,0,120,0,0,0,0
9,5568,False,False,0.47110023723939615,0.7373737373737373,655.30043,491.0,N/A,29,0.00043000000000000004,45.0,50,85,28.799999999999997,70,90,78,100,19.5,60,0,0,0,0,0
9,5554,False,False,0.4698780517613228,0.7348484848484849,653.60037,547.0,N/A,17,0.00037000000000000005,50.0,60,85,17.099999999999998,90,93,70,90,19.5,0,62,0,0,0,0
9,5555,False,False,0.46858407620416964,0.7323232323232324,651.80045,507.0,N/A,16,0.00045000000000000004,42.5,100,100,24.3,80,85,20,114,0.0,0,70,0,0,0,0
9,4854,False,False,0.46693067577282527,0.7297979797979798,649.5005699999999,531.0,N/A,19,0.0005700000000000001,50.0,61,100,19.5,82,100,10,0,18.0,110,80,0,0,0,0
9,5557,False,False,0.46542096333572963,0.7272727272727273,647.4005599999999,505.0,N/A,18,0.0005600000000000001,42.5,20,80,15.899999999999999,70,80,70,140,0.0,55,56,0,0,0,0
9,4893,False,False,0.4616103522645579,0.7247474747474747,642.1,511.0,N/A,35,0.0,45.5,40,90,21.599999999999998,60,90,80,100,15.0,65,0,0,0,0,0
9,4988,False,False,0.4610356865564342,0.7222222222222222,641.3006399999999,511.0,N/A,29,0.00064,45.0,40,100,22.8,70,70,90,90,19.5,65,0,0,0,0,0
9,4961,False,False,0.4518332135154565,0.7196969696969697,628.5,496.0,N/A,23,0.0,45.5,40,100,13.5,75,92,70,150,19.5,0,0,0,0,0,0
9,4881,False,False,0.45161784327821713,0.7171717171717171,628.20042,476.0,N/A,15,0.00042,37.5,100,70,20.7,80,100,25,100,15.0,65,0,0,0,0,0
9,5570,False,False,0.4485985478073329,0.7146464646464646,624.00058,539.0,N/A,25,0.00058,50.0,100,100,24.0,90,90,50,95,0.0,0,0,0,0,0,0
9,4953,False,False,0.44399741193386055,0.7121212121212122,617.6004,553.0,N/A,15,0.0004,24.5,100,70,11.1,33,90,68,126,0.0,80,0,0,0,0,0
9,5661,False,False,0.4417685118619698,0.7095959595959596,614.5,N/A,N/A,28,0.0,40.0,40,90,16.5,60,90,70,100,15.0,65,0,0,0,0,0
9,5581,False,False,0.4414090582314881,0.7070707070707071,614.0,555.0,N/A,25,0.0,47.5,100,100,31.5,100,120,90,0,0.0,0,0,0,0,0,0
9,5572,False,False,0.42990654205607476,0.7045454545454546,598.0,493.0,N/A,14,0.0,49.0,60,90,30.0,90,75,20,100,0.0,70,0,0,0,0,0
9,5573,False,False,0.4284689575844716,0.702020202020202,596.00032,525.0,N/A,38,0.00032,42.5,70,85,31.5,80,69,80,75,15.0,10,0,0,0,0,0
9,5032,False,False,0.4248744140905823,0.6994949494949495,591.00031,558.0,N/A,22,0.00031,47.5,100,100,31.5,90,100,20,0,15.0,65,0,0,0,0,0
9,5574,False,False,0.4248741912293314,0.696969696969697,591.0,543.0,N/A,20,0.0,36.5,90,100,0.0,95,75,75,0,19.5,80,0,0,0,0,0
9,5575,False,False,0.4214234363767074,0.6944444444444444,586.2,514.0,N/A,28,0.0,50.0,100,0,28.2,100,95,40,95,15.0,35,0,0,0,0,0
9,5576,False,False,0.42005801581595975,0.6919191919191919,584.3007,500.0,N/A,23,0.0007000000000000001,40.5,100,100,21.3,90,95,95,0,19.5,0,0,0,0,0,0
9,4986,False,False,0.41876377426312006,0.6893939393939394,582.50041,486.0,N/A,37,0.00041000000000000005,32.5,35,85,30.0,75,33,90,95,15.0,55,0,0,0,0,0
9,5011,False,False,0.4162475269590223,0.6868686868686869,579.00031,560.0,N/A,22,0.00031,41.5,100,100,40.5,85,70,90,0,30.0,0,0,0,0,0,0
9,5577,False,False,0.4162473040977714,0.6843434343434344,579.0,508.0,N/A,35,0.0,47.5,100,90,12.0,90,95,90,0,19.5,0,0,0,0,0,0
9,4842,False,False,0.4150972393961179,0.6818181818181818,577.40026,519.0,N/A,33,0.00026000000000000003,23.5,120,75,21.9,70,10,60,139,18.0,7,0,0,0,0,0
9,4932,False,False,0.4117184255930985,0.6792929292929293,572.70033,541.0,N/A,16,0.00033000000000000005,26.0,38,70,20.7,55,9,90,150,18.0,0,80,0,0,0,0
9,4924,False,False,0.40941810927390365,0.6767676767676768,569.50059,534.0,N/A,34,0.00059,42.5,120,100,30.0,100,0,40,0,18.0,85,0,0,0,0,0
9,5578,False,False,0.40869877785765635,0.6742424242424242,568.5,475.0,N/A,24,0.0,18.0,0,90,25.5,55,95,50,95,0.0,60,56,0,0,0,0
9,5579,False,False,0.4079801797268153,0.6717171717171717,567.50043,511.0,N/A,26,0.00043000000000000004,47.5,100,100,15.0,85,0,20,150,24.0,0,0,0,0,0,0
9,5580,False,False,0.40704552839683683,0.6691919191919192,566.20033,496.0,N/A,24,0.00033000000000000005,36.0,100,70,13.2,80,83,65,95,0.0,0,0,0,0,0,0
9,4870,False,False,0.39999999999999997,0.6666666666666666,556.4,486.0,N/A,26,0.0,42.5,30,85,21.9,80,96,70,0,0.0,0,105,0,0,0,0
9,4945,False,False,0.3996408626887132,0.6641414141414141,555.90044,N/A,N/A,36,0.00044,42.5,100,95,17.4,90,100,55,20,0.0,0,0,0,0,0,0
9,5582,False,False,0.3961901509705248,0.6616161616161617,551.1005,478.0,N/A,23,0.0005,41.5,40,60,18.599999999999998,50,98,50,100,15.0,55,0,0,0,0,0
9,4841,False,False,0.39575882818116465,0.6590909090909091,550.50053,518.0,N/A,26,0.0005300000000000001,49.0,100,95,40.5,85,0,75,80,0.0,0,0,0,0,0,0
9,5584,False,False,0.3936018547807333,0.6565656565656566,547.50018,494.0,N/A,13,0.00018,37.5,60,100,27.0,80,65,70,95,0.0,0,0,0,0,0,0
9,4839,False,False,0.39288305535585905,0.6540404040404041,546.50033,508.0,N/A,35,0.00033000000000000005,45.0,80,100,27.0,100,80,60,0,19.5,0,0,0,0,0,0
9,4970,False,False,0.39187644859813087,0.6515151515151515,545.10014,486.0,N/A,36,0.00014000000000000001,32.5,35,80,27.599999999999998,50,56,60,95,18.0,55,0,0,0,0,0
9,5585,False,False,0.39036679367361615,0.648989898989899,543.00021,490.0,N/A,28,0.00021,22.5,40,70,34.5,90,70,65,100,18.0,5,0,0,0,0,0
9,5586,False,False,0.38871315600287565,0.6464646464646465,540.7,496.0,N/A,23,0.0,30.0,40,100,29.7,75,80,40,100,18.0,5,0,0,0,0,0
9,4973,False,False,0.38856961179007904,0.6439393939393939,540.50033,484.0,N/A,37,0.00033000000000000005,35.0,100,60,28.5,50,50,60,100,15.0,5,0,0,0,0,0
9,4972,False,False,0.38209920920201296,0.6414141414141414,531.5,521.0,N/A,30,0.0,46.5,100,85,30.0,80,75,15,60,0.0,10,0,0,0,0,0
9,5588,False,False,0.3788643493889288,0.6388888888888888,527.00031,504.0,N/A,28,0.00031,42.5,110,80,31.5,75,75,65,20,0.0,0,0,0,0,0,0
9,4844,False,False,0.3767074047447879,0.6363636363636364,524.0,521.0,N/A,18,0.0,47.5,100,92,19.5,87,100,60,0,0.0,0,0,0,0,0,0
9,5012,False,False,0.37462299784327824,0.6338383838383839,521.10059,560.0,N/A,19,0.00059,45.0,20,100,17.099999999999998,60,85,60,100,15.0,0,0,0,0,0,0
9,5589,False,False,0.3739758519051042,0.6313131313131313,520.2004099999999,543.0,N/A,25,0.00041000000000000005,34.0,35,70,16.2,70,65,60,70,15.0,60,0,0,0,0,0
9,5590,False,False,0.3727534148094896,0.6287878787878788,518.5,N/A,N/A,20,0.0,35.5,50,90,30.0,60,88,40,100,0.0,5,0,0,0,0,0
9,4858,False,False,0.36951833213515456,0.6262626262626263,514.0,521.0,N/A,24,0.0,40.0,100,90,0.0,80,90,90,0,0.0,0,0,0,0,0,0
9,5591,False,False,0.3603163191948239,0.6237373737373737,501.2,514.0,N/A,26,0.0,41.5,100,0,23.7,85,80,80,0,0.0,65,0,0,0,0,0
9,5592,False,False,0.3593101437814522,0.6212121212121212,499.80041,509.0,N/A,24,0.00041000000000000005,33.5,0,96,21.3,50,90,80,80,0.0,25,0,0,0,0,0
9,5593,False,False,0.35327102803738314,0.6186868686868687,491.4,502.0,N/A,17,0.0,37.5,30,90,6.8999999999999995,80,90,40,85,15.0,0,0,0,0,0,0
9,5594,False,False,0.3529836376707405,0.6161616161616161,491.00024,475.0,N/A,18,0.00024000000000000003,28.0,40,90,30.0,90,70,20,90,15.0,0,0,0,0,0,0
9,5038,False,False,0.34795111430625447,0.6136363636363636,484.0,485.0,N/A,8,0.0,42.0,100,70,9.0,75,0,80,100,0.0,0,0,0,0,0,0
9,5595,False,False,0.3425593098490295,0.6111111111111112,476.5,511.0,N/A,39,0.0,35.0,120,100,37.5,80,0,65,0,0.0,0,0,0,0,0,0
9,5566,False,False,0.3400431344356578,0.6085858585858586,473.0,494.0,N/A,35,0.0,0.0,0,0,33.0,90,95,80,140,0.0,0,0,0,0,0,0
9,5002,False,False,0.3337167936736161,0.6060606060606061,464.20006,539.0,N/A,24,6.000000000000001e-05,40.0,40,85,25.2,85,95,70,0,0.0,0,0,0,0,0,0
9,5597,False,False,0.3317757009345794,0.6035353535353535,461.5,518.0,N/A,27,0.0,42.5,100,40,30.0,60,0,44,100,18.0,0,0,0,0,0,0
9,4814,False,False,0.32509018691588787,0.601010101010101,452.20045,473.0,N/A,20,0.00045000000000000004,22.5,40,95,17.7,15,27,50,150,15.0,0,0,0,0,0,0
9,4964,False,False,0.3196264126527678,0.5984848484848485,444.60034,494.0,N/A,14,0.00034,50.0,40,100,0.6,80,100,60,0,0.0,0,0,0,0,0,0
9,4940,False,False,0.3163191948238677,0.5959595959595959,440.0,553.0,N/A,23,0.0,46.0,100,60,30.0,88,93,0,0,0.0,0,0,0,0,0,0
