courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_498.0,score_501.0,score_503.0,score_N/A
28,15325,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15324,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15336,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15348,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15338,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15312,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15351,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15353,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15358,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15360,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15365,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15367,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15375,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15382,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15387,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15392,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15395,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15321,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15303,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15310,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15308,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15212,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15213,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15230,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15240,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15243,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15245,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15247,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15248,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15253,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15258,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15260,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15274,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15276,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15277,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15278,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15281,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15284,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15286,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15289,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15291,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15294,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15298,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15302,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15399,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15305,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15398,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15414,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15410,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15631,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15575,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15577,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15578,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15582,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15589,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15591,UNKNOWN,True,0.0,0.0,0.0,N/A,https://github.com/rolling-scopes-school/acb75b37-11c7-515e-8893-e7c9e47c0209-ANGULAR2020Q3,0,0,0,0
28,15592,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15607,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15611,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15613,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15623,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15630,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15633,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15568,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15634,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15638,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15640,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15647,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15649,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15650,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15653,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15658,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15662,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15663,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15666,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15668,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15571,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15567,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15413,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15478,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15203,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15417,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15421,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15424,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15434,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15437,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15439,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15440,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15441,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15447,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15461,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15465,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15486,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15551,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15491,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15503,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15506,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15509,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15521,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15528,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15536,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15538,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15539,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15540,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15545,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15550,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15207,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15187,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15201,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14783,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14721,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14728,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14738,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14739,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14753,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14759,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14763,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14764,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14767,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14773,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14774,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14782,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14790,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14711,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14792,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14798,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14804,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14810,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14821,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14829,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14833,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14842,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14851,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14855,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14856,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14857,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14717,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14704,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14863,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14621,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14548,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14550,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14562,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14566,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14572,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14579,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14586,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14600,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14604,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14609,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14616,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14620,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14639,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14702,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14642,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14648,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14649,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14657,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14660,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14662,UNKNOWN,True,0.0,0.0,0.0,1339.0,N/A,0,0,0,0
28,14670,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14682,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14687,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14689,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14692,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14700,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14861,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14868,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15199,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15110,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15045,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15049,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15059,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15066,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15069,UNKNOWN,True,0.0,0.0,0.0,N/A,https://github.com/rolling-scopes-school/28c77870-2e42-53de-ae2b-43c16a06c09a-ANGULAR2020Q3,0,0,0,0
28,15073,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15074,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15078,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15079,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15093,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15104,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15107,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15131,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15021,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15133,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15135,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15146,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15147,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15148,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15154,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15166,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15172,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15176,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15181,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15185,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14534,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15028,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15019,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14875,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14919,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14878,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14881,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14885,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14886,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14888,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14894,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14899,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14902,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14908,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14913,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14915,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14917,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14920,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,15003,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14939,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14943,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14948,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14949,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14950,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14951,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14952,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14953,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14954,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14956,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14959,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,14994,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
28,16088,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0
