courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_375.0,score_376.0,score_377.0,score_378.0,score_379.0,score_407.0,score_N/A
17,11634,False,False,0.06983240223463687,0.460431654676259,50.0,N/A,N/A,50,0,0,0,0,0,0
17,11471,False,False,0.06983240223463687,0.460431654676259,50.0,N/A,N/A,50,0,0,0,0,0,0
17,11530,UNKNOWN,True,0.06983240223463687,0.460431654676259,50.0,N/A,N/A,50,0,0,0,0,0,0
17,11422,False,False,0.06983240223463687,0.460431654676259,50.0,N/A,N/A,50,0,0,0,0,0,0
17,11412,False,False,0.06983240223463687,0.460431654676259,50.0,N/A,N/A,50,0,0,0,0,0,0
17,11365,False,False,0.06983240223463687,0.460431654676259,50.0,N/A,N/A,50,0,0,0,0,0,0
17,11385,UNKNOWN,True,0.04888268156424581,0.4316546762589928,35.0,N/A,N/A,35,0,0,0,0,0,0
17,11792,False,False,0.04888268156424581,0.4316546762589928,35.0,N/A,N/A,35,0,0,0,0,0,0
17,11550,False,False,0.04888268156424581,0.4316546762589928,35.0,N/A,N/A,35,0,0,0,0,0,0
17,12698,False,False,0.04888268156424581,0.4316546762589928,35.0,N/A,N/A,35,0,0,0,0,0,0
17,11836,False,False,0.02094972067039106,0.4172661870503597,15.0,N/A,N/A,15,0,0,0,0,0,0
17,12549,False,False,0.02094972067039106,0.4172661870503597,15.0,N/A,N/A,15,0,0,0,0,0,0
17,11419,False,False,0.006983240223463687,0.41007194244604317,5.0,N/A,N/A,5,0,0,0,0,0,0
17,11367,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,12914,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11490,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11488,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,12030,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11481,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,12064,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,15188,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,12108,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,12127,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,12161,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11462,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,14136,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11456,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,12394,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11425,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,13470,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11347,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11358,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11952,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11363,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11417,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11364,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11991,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11913,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11492,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11629,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11643,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11622,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11657,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11682,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11704,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11620,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11614,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11609,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11590,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11563,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11552,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11725,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11734,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11737,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11756,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11761,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11787,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11521,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11515,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11505,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11498,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11841,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11863,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11870,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11872,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11887,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11892,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11895,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,11494,UNKNOWN,True,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
17,16087,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0
