courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_300.0,score_301.0,score_302.0,score_303.0,score_304.0,score_305.0,score_306.0,score_307.0,score_308.0,score_309.0,score_310.0,score_313.0,score_315.0,score_316.0,score_318.0,score_319.0,score_320.0,score_321.0,score_325.0,score_327.0,score_328.0,score_331.0,score_332.0,score_336.0,score_337.0,score_342.0,score_343.0,score_344.0,score_345.0,score_347.0,score_349.0,score_350.0,score_353.0,score_354.0,score_356.0,score_367.0,score_N/A
11,7409,True,False,0.9207390854090587,0.9964777457572846,1689.28,626.0,https://github.com/rolling-scopes-school/042598e2-f2ce-5254-af8d-5fad6974dc83-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.39,0.39,5.0,1.0,30.0,30.0,46.5,50,80,90,110,120,115,85,0,10,98,95,8,330,182.0,67,45,60.0,0,0
11,7051,True,False,0.9181283043549354,0.9961575408261287,1684.49,708.0,https://github.com/rolling-scopes-school/62b36bd6-8e52-5233-9a1d-b384da6b6dda-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.43,4.65,1.0,30.0,30.0,48.0,50,100,90,109,100,120,100,0,0,108,100,7,296,196.0,100,0,63.0,0,0
11,7219,True,False,0.9104158718046547,0.9958373358949728,1670.34,764.0,https://github.com/rolling-scopes-school/ab276c42-e843-5137-824e-709943f8a7f2-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.38,4.25,0.5,30.0,30.0,43.0,38,95,95,100,120,80,90,0,10,128,99,7,360,154.0,99,0,55.8,0,0
11,6968,True,False,0.9091132065187768,0.9955171309638169,1667.9499999999998,698.0,https://github.com/rolling-scopes-school/28695f27-80e2-5d2a-ab8e-acecdd25309b-RS2019Q3,1,0.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.41000000000000003,0.44,4.5,0.5,0.0,0.0,48.5,50,100,100,110,110,100,90,0,9,85,86,8,304,175.0,91,37,48.6,100,0
11,5918,True,False,0.9041750694936502,0.9951969260326609,1658.89,939.0,https://github.com/rolling-scopes-school/e403588f-d0f7-5bfd-acc2-23ccf8aedd8f-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.43,4.65,1.0,30.0,30.0,44.0,50,75,70,110,120,115,100,0,10,128,99,7,290,189.0,92,0,62.4,0,0
11,6025,True,False,0.8939390636071293,0.9948767211015049,1640.1100000000001,913.0,https://github.com/rolling-scopes-school/c6b69912-4fd6-5b9b-8a3b-b2411ec00ce9-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.4,3.9000000000000004,0.5,22.5,30.0,44.5,50,80,99,110,120,96,83,0,10,123,99,0,350,143.5,87,0,56.4,0,0
11,6876,True,False,0.892729056521502,0.994556516170349,1637.8899999999999,682.0,https://github.com/rolling-scopes-school/5581fea7-6ab8-55eb-86d0-71a9ab37d9bf-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.38,4.800000000000001,1.0,0.0,0.0,46.5,50,95,94,110,100,120,100,0,9,98,100,7,320,189.0,97,0,64.8,0,0
11,7070,True,False,0.885201940371723,0.9942363112391931,1624.0800000000002,643.0,https://github.com/rolling-scopes-school/c7ab19d7-f568-5f33-9ba5-29ed74e31b6b-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.42,4.3500000000000005,1.0,30.0,30.0,39.5,50,90,100,110,90,115,100,0,9,108,100,8,200,196.0,99,0,62.4,50,0
11,7531,True,False,0.8842426554750095,0.9939161063080372,1622.32,950.0,https://github.com/rolling-scopes-school/3399a8e7-2b60-5f43-9ec4-9710566395a4-RS2019Q3,1,1.6,2.0,3.0,1.4500000000000002,3.0,0.0,4.0,2.0,4.0,3.48,0.37,0.42,4.4,1.0,0.0,0.0,43.5,50,100,100,110,80,80,100,0,0,35,92,7,437,196.0,98,0,62.099999999999994,0,0
11,6853,True,False,0.8731236714449229,0.9935959013768813,1601.92,680.0,https://github.com/rolling-scopes-school/16deb76a-b667-56c2-b877-3a86b144b362-RS2019Q3,1,1.6,2.0,3.0,0.0,3.0,1.0,0.0,2.0,4.0,4.0,0.41000000000000003,0.41000000000000003,4.0,1.0,0.0,0.0,43.0,50,95,100,110,120,80,90,0,9,93,91,8,335,189.0,100,0,61.5,0,0
11,5906,True,False,0.8710960920041423,0.9932756964457252,1598.1999999999998,670.0,https://github.com/rolling-scopes-school/40829e9a-7bfd-5ce9-93a2-37a3508df909-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.39,4.6000000000000005,1.0,19.2,0.0,43.0,50,100,62,100,120,120,85,0,9,98,92,8,310,196.0,88,0,60.599999999999994,0,0
11,5806,True,False,0.8674878726767318,0.9929554915145693,1591.58,929.0,https://github.com/rolling-scopes-school/cf463224-5ae9-5339-a57c-899c4c3619f5-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.42,4.15,0.5,0.0,0.0,40.0,50,100,97,108,120,99,70,0,9,108,99,7,310,192.5,91,0,54.6,0,0
11,8259,True,False,0.8642012318090151,0.9926352865834134,1585.55,670.0,https://github.com/rolling-scopes-school/a91f3857-b5ce-5bb6-8ef2-b09ec2f90948-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.39,0.36,4.5,1.0,11.1,0.0,42.0,50,82,94,110,120,110,90,0,10,93,100,7,300,175.0,96,0,58.199999999999996,0,0
11,6056,True,False,0.8621518504387637,0.9923150816522575,1581.79,686.0,https://github.com/rolling-scopes-school/182764b1-986a-5835-bb8a-d1f875594241-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.43,3.95,1.0,0.0,0.0,45.0,50,100,100,110,100,110,100,0,9,84,77,7,258,168.0,89,0,63.0,75,0
11,6047,True,False,0.8608001308115768,0.9919948767211015,1579.31,933.0,https://github.com/rolling-scopes-school/3a890357-ec3a-5694-aeb9-069609ad6147-RS2019Q3,1,0.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.41000000000000003,0.45,3.95,0.5,0.0,0.0,45.5,50,100,100,110,120,100,90,0,9,85,93,8,269,182.0,91,54,55.5,0,0
11,7549,True,False,0.86067476971712,0.9916746717899456,1579.0800000000002,699.0,https://github.com/rolling-scopes-school/dbc3e975-c200-55ac-b644-09899602b178-RS2019Q3,1,1.7,2.0,2.58,5.0,2.67,1.0,3.2,2.0,4.0,4.0,0.38,0.4,3.75,1.0,12.0,0.0,46.5,50,65,100,110,120,110,100,0,10,108,99,6,286,182.0,79,0,60.9,0,0
11,5730,True,False,0.8596173761377881,0.9913544668587896,1577.1399999999999,781.0,https://github.com/rolling-scopes-school/8deb911b-770e-5594-9ace-c1dc2d2e3c94-RS2019Q3,1,2.0,1.54,3.0,5.0,3.0,1.0,0.0,2.0,4.0,0.0,0.41000000000000003,0.44,4.75,1.0,2.4,0.0,48.5,50,98,98,100,100,105,100,0,10,98,99,8,281,189.0,99,0,62.099999999999994,0,0
11,5750,True,False,0.8541941461819371,0.9910342619276337,1567.19,697.0,https://github.com/rolling-scopes-school/4b74f5ea-8ff6-526a-9c81-8144dd06f518-RS2019Q3,1,2.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,4.0,0.0,0.39,0.35000000000000003,3.95,0.5,0.0,30.0,42.5,50,90,100,80,120,80,85,0,10,71,100,7,330,196.0,97,0,55.5,0,0
11,5852,True,False,0.8469014007739685,0.9907140569964777,1553.81,943.0,https://github.com/rolling-scopes-school/5a6da921-6735-51af-bf1d-570525184ce1-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.45,4.45,1.0,30.0,30.0,46.0,50,100,100,105,80,115,95,0,10,128,89,8,180,189.0,100,0,61.5,0,0
11,8667,True,False,0.8466506785850547,0.9903938520653218,1553.35,917.0,https://github.com/rolling-scopes-school/d5e8a696-128c-5c70-be0a-3b54ed3b02e4-RS2019Q3,1,2.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,3.48,0.38,0.39,3.2,0.5,3.9,0.0,42.5,50,90,100,95,120,80,95,0,9,118,93,7,260,196.0,98,0,63.0,0,0
11,5762,True,False,0.8455278792173107,0.9900736471341659,1551.29,751.0,https://github.com/rolling-scopes-school/c073ec35-de60-55f1-a51b-e1d8f624362f-RS2019Q3,1,2.0,2.0,3.0,4.800000000000001,3.0,1.0,3.84,2.0,4.0,3.72,0.36,0.42,3.85,0.5,18.9,24.9,43.0,50,83,95,110,100,100,80,0,9,108,100,8,250,196.0,77,0,63.0,0,0
11,6933,True,False,0.8443124216493159,0.98975344220301,1549.06,764.0,https://github.com/rolling-scopes-school/e444dd1e-8e00-5848-a37e-d81e99ac43a0-RS2019Q3,1,2.0,2.0,3.0,4.95,3.0,1.0,4.0,2.0,4.0,4.0,0.4,0.41000000000000003,4.4,1.0,0.0,0.0,43.5,45,60,95,95,120,95,89,0,10,103,100,7,310,176.39999999999998,100,0,63.0,0,0
11,8469,True,False,0.8423720499264185,0.989433237271854,1545.5,682.0,https://github.com/rolling-scopes-school/a3bee40f-1ffc-5760-bef9-e26a40619bf1-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.35000000000000003,0.0,4.15,0.0,19.8,30.0,44.5,47,75,86,90,100,100,100,0,0,99,100,7,310,168.0,80,0,53.699999999999996,0,0
11,6643,True,False,0.8416089823949419,0.989113032340698,1544.1,726.0,https://github.com/rolling-scopes-school/19ea8683-74aa-558c-8e13-18545ee9364e-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.39,4.800000000000001,1.0,0.0,0.0,46.5,50,90,0,110,120,120,100,0,9,103,100,7,300,196.0,92,0,63.0,0,0
11,7818,True,False,0.8396795116367798,0.9887928274095421,1540.56,669.0,https://github.com/rolling-scopes-school/96ea7c05-190f-5d89-b06f-3516d845dec5-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.4,4.45,1.0,11.7,30.0,50.0,50,96,100,110,100,120,85,0,10,108,80,7,190,154.0,97,0,54.6,50,0
11,5819,True,False,0.8380389164441053,0.9884726224783862,1537.5500000000002,794.0,https://github.com/rolling-scopes-school/b5a8accd-c685-5a37-9b54-861736569f0a-RS2019Q3,1,1.9000000000000001,2.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,0.41000000000000003,0.39,2.95,0.5,0.0,0.0,45.0,50,95,71,87,120,120,100,0,8,74,90,7,302,196.0,88,0,62.4,0,0
11,6882,True,False,0.83616395050962,0.9881524175472303,1534.11,907.0,https://github.com/rolling-scopes-school/b5259ec0-d9d8-5b42-a2e3-fc931e356c2d-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.38,0.38,4.05,0.5,8.7,30.0,39.0,50,83,90,107,120,85,90,0,9,108,100,7,240,176.39999999999998,98,0,56.699999999999996,0,0
11,5763,True,False,0.8345179048345779,0.9878322126160742,1531.0900000000001,965.0,https://github.com/rolling-scopes-school/484e080c-63bd-545d-a7e3-82f9433f937c-RS2019Q3,1,2.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,0.41000000000000003,0.43,3.75,1.0,0.0,0.0,46.5,50,100,90,100,110,80,90,0,10,89,99,8,260,189.0,92,34,60.0,0,0
11,7389,True,False,0.8333515016078923,0.9875120076849183,1528.95,668.0,https://github.com/rolling-scopes-school/c27b7c99-2bd7-5cbf-9cfb-4bb0f3907eda-RS2019Q3,1,2.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,2.12,0.39,0.34,4.2,0.5,0.0,0.0,34.5,50,80,100,85,115,80,80,0,9,93,95,7,267,175.0,98,0,63.9,75,0
11,6275,True,False,0.832899111571374,0.9871918027537624,1528.12,923.0,https://github.com/rolling-scopes-school/8109a5c8-8499-5b90-8894-fbf78c79e7d7-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.41000000000000003,4.5,1.0,0.0,0.0,45.5,50,100,93,110,100,120,90,0,10,93,99,7,220,192.5,96,0,64.8,0,0
11,5881,True,False,0.8323922167111788,0.9868715978226065,1527.1899999999998,656.0,https://github.com/rolling-scopes-school/77667023-bff2-5524-86da-5c5f99e7c051-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.38,0.41000000000000003,4.1000000000000005,0.0,30.0,30.0,41.5,50,95,90,95,115,82,85,0,10,128,97,8,210,147.0,90,38,49.8,0,0
11,7200,True,False,0.8189513271924564,0.9865513928914506,1502.53,768.0,https://github.com/rolling-scopes-school/4b379cf6-a2ca-5d1f-a34a-39eb645e2867-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.42,4.4,1.0,0.0,30.0,42.5,50,75,90,110,110,120,90,0,9,103,95,7,190,189.0,93,0,61.8,0,0
11,6032,True,False,0.8148798168637925,0.9862311879602946,1495.0600000000002,929.0,https://github.com/rolling-scopes-school/7e69e147-4ce2-50a7-a346-63eb77b315dc-RS2019Q3,1,2.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.39,0.42,4.05,1.0,0.0,0.0,39.0,50,93,98,110,120,99,90,0,10,61,91,8,280,181.29999999999998,83,0,60.9,0,0
11,6128,True,False,0.8144928326156864,0.9859109830291386,1494.35,718.0,https://github.com/rolling-scopes-school/f1604e25-82c0-566e-9ac2-02eb539aba37-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.42,0.43,4.0,1.0,27.0,30.0,45.5,50,85,70,110,120,120,100,0,10,108,97,8,240,175.0,62,0,0.0,0,0
11,6620,True,False,0.8093530277429551,0.9855907780979827,1484.9199999999998,681.0,https://github.com/rolling-scopes-school/9e80b54f-90a0-59be-b838-1d06df363048-RS2019Q3,1,2.0,2.0,3.0,4.65,3.0,1.0,0.8,2.0,4.0,3.72,0.41000000000000003,0.44,4.800000000000001,0.5,0.0,30.0,46.0,50,89,80,100,120,98,82,0,10,110,95,7,170,168.0,97,45,54.6,0,0
11,6820,True,False,0.8081648225867988,0.9852705731668268,1482.7399999999998,626.0,https://github.com/rolling-scopes-school/178a7114-f710-5213-91ca-7dcc4e94e35b-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.43,4.800000000000001,1.0,30.0,30.0,42.5,50,65,15,110,90,110,100,0,9,128,98,7,180,182.0,88,0,60.599999999999994,50,0
11,6282,True,False,0.798997111244345,0.9849503682356708,1465.9199999999998,915.0,https://github.com/rolling-scopes-school/eb05f97b-f26c-5a5c-a0b9-d1eb48fbc05b-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.41000000000000003,4.5,1.0,0.0,0.0,45.5,50,94,85,110,90,120,85,0,10,93,98,7,215,178.5,87,0,60.599999999999994,0,0
11,6237,True,False,0.7983594048073255,0.9846301633045149,1464.75,633.0,https://github.com/rolling-scopes-school/e32d3b8d-0218-5596-9655-6dc2b3554124-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.39,4.75,0.5,16.8,30.0,47.0,50,97,100,105,120,70,90,0,9,78,98,8,196,161.0,94,0,57.9,0,0
11,5709,True,False,0.7980051234534256,0.984309958373359,1464.1,756.0,https://github.com/rolling-scopes-school/0190beec-5de6-5fa2-98fa-dfc45a606bdf-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.4,0.4,4.3,1.0,0.0,0.0,43.5,50,84,100,110,100,70,100,0,9,93,88,6,245,178.5,87,0,63.0,0,0
11,6153,True,False,0.7969204774622555,0.983989753442203,1462.1100000000001,644.0,https://github.com/rolling-scopes-school/c8d7f466-2c03-5652-9e8d-ed5f4ab42071-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.4,4.3,1.0,30.0,30.0,38.0,50,60,45,90,95,95,90,0,9,108,100,7,250,182.0,92,0,54.0,0,0
11,7976,True,False,0.7954052433640376,0.983669548511047,1459.33,704.0,https://github.com/rolling-scopes-school/bd8a3f7f-a725-5dc3-8df2-fee838b20df0-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.42,3.5,1.0,0.0,0.0,35.0,50,80,100,110,120,120,100,0,0,93,58,6,235,178.5,85,0,52.5,0,0
11,6669,True,False,0.7939118111952909,0.9833493435798911,1456.5900000000001,724.0,https://github.com/rolling-scopes-school/52ce5811-92ab-5983-bc42-40524671cc89-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,0.0,2.0,4.0,4.0,0.37,0.42,3.8000000000000003,1.0,0.0,0.0,41.0,47,100,75,109,120,105,75,0,7,93,94,7,230,168.0,93,0,60.0,0,0
11,6283,True,False,0.793328609581948,0.9830291386487352,1455.52,908.0,https://github.com/rolling-scopes-school/6188f1d7-a5b1-5e19-9ef9-18840f34f424-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.39,0.38,3.85,0.5,0.0,30.0,39.5,50,70,88,90,120,80,80,0,8,97,100,8,260,154.0,87,0,57.9,0,0
11,6490,True,False,0.7909685507167384,0.9827089337175793,1451.19,731.0,https://github.com/rolling-scopes-school/3cb00735-11a6-5f29-8fc6-1bbf279980d3-RS2019Q3,1,2.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,4.0,0.0,0.41000000000000003,0.43,4.3500000000000005,1.0,0.0,0.0,42.0,50,80,80,100,115,94,85,0,9,93,95,7,225,189.0,100,0,63.0,0,0
11,5796,True,False,0.7858450972911102,0.9823887287864234,1441.79,631.0,https://github.com/rolling-scopes-school/29cea313-4583-54b0-8c96-7d773a5ea41b-RS2019Q3,1,2.0,2.0,3.0,0.0,3.0,1.0,0.64,2.0,4.0,4.0,0.41000000000000003,0.44,4.9,0.5,0.0,0.0,50.0,42,80,75,100,110,95,90,0,9,48,92,7,290,168.0,99,0,57.9,0,0
11,6788,True,False,0.7846786940644247,0.9820685238552673,1439.65,904.0,https://github.com/rolling-scopes-school/065e2209-994c-509d-a7b4-d08bf42dbefb-RS2019Q3,1,2.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,4.0,0.0,0.41000000000000003,0.39,3.45,0.5,0.0,0.0,36.0,40,100,100,100,110,110,100,0,9,83,82,7,200,189.0,95,0,57.9,0,0
11,6042,True,False,0.7828745844007196,0.9817483189241114,1436.3400000000001,707.0,https://github.com/rolling-scopes-school/31d328b5-6913-548a-940f-c501d0036f87-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.41000000000000003,0.43,3.5,0.5,30.0,30.0,32.5,45,90,95,105,120,100,70,0,0,103,100,6,225,154.0,95,0,0.0,0,0
11,7740,True,False,0.7793099689322506,0.9814281139929555,1429.8000000000002,654.0,https://github.com/rolling-scopes-school/f6033100-1c26-5b42-99d2-b5dbef1e3844-RS2019Q3,1,2.0,2.0,3.0,0.0,3.0,1.0,0.64,2.0,0.0,3.72,0.38,0.36,3.8000000000000003,1.0,0.0,0.0,35.0,50,85,73,80,120,20,70,0,7,98,92,8,304,178.5,92,40,53.4,0,0
11,8405,True,False,0.779021093366763,0.9811079090617996,1429.27,739.0,https://github.com/rolling-scopes-school/930dbd16-da73-584a-b8b9-e0d6e6e003fd-RS2019Q3,1,2.0,0.0,3.0,5.0,3.0,1.0,0.0,2.0,4.0,4.0,0.38,0.44,4.25,0.5,0.0,0.0,35.5,40,70,90,105,120,90,89,0,9,87,82,7,275,161.0,80,0,58.199999999999996,0,0
11,6714,True,False,0.7776475718101051,0.9807877041306436,1426.75,746.0,https://github.com/rolling-scopes-school/325af4ae-1d97-510c-a0d9-ef1bb3d6fa7d-RS2019Q3,1,0.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,4.0,0.0,0.39,0.41000000000000003,3.95,1.0,0.0,0.0,37.5,50,100,90,95,120,80,75,0,8,88,98,7,225,154.0,83,50,46.5,0,0
11,7557,True,False,0.7761486891589906,0.9804674991994877,1424.0,732.0,https://github.com/rolling-scopes-school/d8917c09-093a-513e-b7f1-3bc6b0f92910-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.4,0.0,0.0,1.0,0.0,30.0,43.5,20,35,100,95,120,110,80,0,9,128,96,8,200,161.0,100,0,56.1,0,0
11,6270,True,False,0.7743009756363437,0.9801472942683317,1420.61,703.0,https://github.com/rolling-scopes-school/b49caa6f-bf53-5556-a078-ac5c15db1ac0-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,0.0,2.0,4.0,0.0,0.32,0.39,4.0,0.5,0.0,2.4,34.5,50,90,95,105,120,90,90,0,10,75,79,7,235,161.7,86,0,61.8,0,0
11,5825,True,False,0.7738758380116639,0.9798270893371758,1419.83,787.0,https://github.com/rolling-scopes-school/acdec7ca-be6d-549e-b7d0-ccc4f39c62ed-RS2019Q3,1,1.0,2.0,3.0,2.5500000000000003,3.0,1.0,0.0,2.0,4.0,3.48,0.37,0.38,4.45,1.0,0.0,0.0,31.0,50,77,90,100,110,90,80,0,10,108,93,7,238,164.5,80,0,62.099999999999994,0,0
11,6265,True,False,0.7678857578895731,0.9795068844060199,1408.84,637.0,https://github.com/rolling-scopes-school/0d70ceda-7b6d-5abc-99b1-e4c2470d9748-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.39,0.0,3.6500000000000004,1.0,0.0,0.0,41.5,50,71,94,110,120,80,90,0,9,108,0,7,258,189.0,91,0,54.3,0,0
11,6839,True,False,0.7665612906742247,0.9791866794748639,1406.41,690.0,https://github.com/rolling-scopes-school/48175089-e986-5364-a2c6-96acde97b6e8-RS2019Q3,1,2.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,0.39,0.37,4.45,1.0,0.0,30.0,40.5,47,60,10,110,115,109,90,0,10,108,100,7,185,175.0,63,0,59.699999999999996,50,0
