courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_385.0,score_414.0,score_427.0,score_431.0,score_439.0,score_448.0,score_466.0,score_494.0,score_510.0,score_513.0,score_565.0,score_659.0,score_N/A
19,12798,True,False,0.7945402298850575,0.9587628865979382,8295.0,1306.0,https://github.com/rolling-scopes-school/2f59ed0d-6c4f-5fc0-b441-3b89e638208a-ANDROID2020,100,1000,445,1000,450,1500,400,970,900,890,0,640,0
19,13316,True,False,0.7614942528735632,0.9561855670103093,7950.0,1327.0,https://github.com/rolling-scopes-school/bbfc9484-4c8c-51a9-a607-d3f710c201c7-ANDROID2020,100,1000,475,1000,390,1500,500,700,900,500,0,885,0
19,13232,True,False,0.7600574712643678,0.9536082474226805,7935.0,1328.0,https://github.com/rolling-scopes-school/50331f9d-54a9-5b12-9583-a9f6c682d94d-ANDROID2020,100,1000,285,1000,370,1500,400,800,650,1410,0,420,0
19,12901,True,False,0.7586206896551724,0.9510309278350515,7920.0,1300.0,https://github.com/rolling-scopes-school/87e5336f-b204-56a3-99c8-f48114adab48-ANDROID2020,100,1000,310,1000,280,1500,800,770,400,300,1000,460,0
19,13076,True,False,0.757183908045977,0.9484536082474226,7905.0,1291.0,https://github.com/rolling-scopes-school/7660a310-54ee-51b7-96e9-5ac2328aba70-ANDROID2020,100,1000,480,1000,460,1365,600,1000,900,0,500,500,0
19,12806,True,False,0.7509578544061303,0.9458762886597938,7840.0,1306.0,https://github.com/rolling-scopes-school/f5d2c9c7-63cb-5b7d-b01c-3127f8a00906-ANDROID2020,100,1000,430,1000,370,1500,450,800,940,800,0,450,0
19,13432,True,False,0.7404214559386973,0.9432989690721649,7730.0,1282.0,https://github.com/rolling-scopes-school/e4e34061-c65b-5240-a0b9-1eea47c7c5fa-ANDROID2020,100,1000,445,1000,430,1365,550,800,950,0,500,590,0
19,12792,True,False,0.7365900383141762,0.9407216494845361,7690.0,1292.0,https://github.com/rolling-scopes-school/b4ee6f6d-7bfe-5379-9de2-e19973a24806-ANDROID2020,100,1000,460,1000,340,1500,600,600,800,750,0,540,0
19,13024,True,False,0.735632183908046,0.9381443298969072,7680.0,N/A,https://github.com/rolling-scopes-school/bd5c0df0-3529-5a5d-a135-0c84239eb55b-ANDROID2020,100,1000,465,1000,390,1500,800,850,950,0,0,625,0
19,13523,True,False,0.7212643678160919,0.9355670103092784,7530.0,1334.0,https://github.com/rolling-scopes-school/b300ca94-bcd5-5c1d-a7d4-31f744fc5cc0-ANDROID2020,100,950,335,890,335,1155,600,800,500,1200,0,665,0
19,13105,True,False,0.7136015325670498,0.9329896907216495,7450.0,1330.0,https://github.com/rolling-scopes-school/bc638cec-0906-541f-a5ec-d702f8f35e22-ANDROID2020,100,1000,475,1000,285,1290,400,750,600,0,1000,550,0
19,12953,True,False,0.6925287356321839,0.9304123711340206,7230.0,1329.0,https://github.com/rolling-scopes-school/38808427-1a92-5eac-9ec8-4c8bd5363fa4-ANDROID2020,100,1000,455,1000,395,1245,450,800,450,1000,0,335,0
19,12880,True,False,0.6843869731800766,0.9278350515463918,7145.0,1293.0,https://github.com/rolling-scopes-school/10d188d8-5c19-5299-a4aa-8114846fac1a-ANDROID2020,100,1000,375,1000,370,1500,550,600,500,700,0,450,0
19,13253,True,False,0.6800766283524904,0.9252577319587629,7100.0,1283.0,https://github.com/rolling-scopes-school/d3d04946-aae6-582d-b09b-e2a905d9e585-ANDROID2020,100,1000,495,1000,455,1500,600,750,700,0,500,0,0
19,13214,True,False,0.6719348659003831,0.9226804123711341,7015.0,1282.0,https://github.com/rolling-scopes-school/75fd1661-2907-53f6-ba68-711faf00c6d3-ANDROID2020,100,1000,485,1000,450,1500,500,1000,980,0,0,0,0
19,13786,True,False,0.671455938697318,0.9201030927835051,7010.0,1325.0,https://github.com/rolling-scopes-school/77fb3787-02ff-54f1-bbeb-878d206f9038-ANDROID2020,0,700,425,1000,460,1500,650,500,650,700,0,425,0
19,13318,True,False,0.6690613026819924,0.9175257731958762,6985.0,1277.0,https://github.com/rolling-scopes-school/8c0fa747-ee16-50e6-8652-fa36b9b6e66a-ANDROID2020,100,1000,465,1000,420,1500,800,850,850,0,0,0,0
19,13387,True,False,0.6647509578544061,0.9149484536082474,6940.0,1301.0,https://github.com/rolling-scopes-school/375e90c9-5732-59c0-82fc-6f00d647045b-ANDROID2020,100,1000,460,1000,405,1500,500,550,450,300,0,675,0
19,12888,True,False,0.6599616858237548,0.9123711340206185,6890.0,1332.0,https://github.com/rolling-scopes-school/874048c4-924e-5e80-88e2-1032ce402fd9-ANDROID2020,100,1000,420,970,305,1110,550,500,250,1210,0,475,0
19,12897,True,False,0.6532567049808429,0.9097938144329897,6820.0,1301.0,https://github.com/rolling-scopes-school/81817e7b-cd12-5ccb-b267-5e764a38ac81-ANDROID2020,100,1000,415,1000,445,1500,800,450,600,0,0,510,0
19,13248,True,False,0.6484674329501916,0.9072164948453608,6770.0,1279.0,https://github.com/rolling-scopes-school/1c533a22-b6a2-5e8f-96c3-9380a3ca885e-ANDROID2020,100,1000,450,1000,420,1500,750,800,750,0,0,0,0
19,13504,True,False,0.6479885057471264,0.904639175257732,6765.0,1329.0,https://github.com/rolling-scopes-school/1ca57c26-95d1-59a2-a066-8a4b7f533c7b-ANDROID2020,100,1000,460,940,340,1365,400,800,450,400,0,510,0
19,12751,True,False,0.6470306513409961,0.9020618556701031,6755.0,1277.0,https://github.com/rolling-scopes-school/ad2fa56e-3d45-5866-b134-87679a1d206d-ANDROID2020,100,1000,480,1000,390,1365,800,500,300,0,0,820,0
19,13213,True,False,0.6422413793103449,0.8994845360824743,6705.0,1281.0,https://github.com/rolling-scopes-school/a2c3088f-0716-5246-9725-cd0c72d9d2e6-ANDROID2020,100,1000,425,1000,425,1500,450,800,700,0,0,305,0
19,12935,True,False,0.6273946360153256,0.8969072164948454,6550.0,1298.0,https://github.com/rolling-scopes-school/eaf02c24-fb4f-5afa-b76b-1fb5842ee6f4-ANDROID2020,100,1000,445,1000,470,1500,800,900,0,0,0,335,0
19,13096,True,False,0.5948275862068966,0.8943298969072165,6210.0,1329.0,https://github.com/rolling-scopes-school/77e28490-485a-51dc-92ee-5393e6203ec7-ANDROID2020,100,1000,390,1000,350,1500,550,300,400,0,0,620,0
19,13362,True,False,0.5909961685823755,0.8917525773195877,6170.0,1298.0,https://github.com/rolling-scopes-school/e9089c44-80b6-5992-b0fd-a032918677e2-ANDROID2020,100,1000,470,1000,400,1500,500,800,0,0,0,400,0
19,12744,True,False,0.5866858237547893,0.8891752577319587,6125.0,1318.0,https://github.com/rolling-scopes-school/79fe2734-4d6c-5b69-a336-919d0264ce95-ANDROID2020,100,1000,385,1000,390,1500,400,850,0,0,500,0,0
19,12752,True,False,0.571360153256705,0.8865979381443299,5965.0,N/A,https://github.com/rolling-scopes-school/c198d0f4-44b1-5049-90e8-cd0c538c1e65-ANDROID2020,100,1000,385,1000,430,1500,800,750,0,0,0,0,0
19,12854,True,False,0.5541187739463601,0.884020618556701,5785.0,1304.0,https://github.com/rolling-scopes-school/c8900a4c-ae88-56bf-b96b-93ed540872ff-ANDROID2020,50,950,230,1000,0,855,500,450,750,1000,0,0,0
19,12890,True,False,0.5354406130268199,0.8814432989690721,5590.0,1293.0,https://github.com/rolling-scopes-school/584d1015-e7f0-5e62-b67f-3c270fafd423-ANDROID2020,100,950,395,1000,295,1500,650,700,0,0,0,0,0
19,12868,True,False,0.5325670498084292,0.8788659793814433,5560.0,N/A,https://github.com/rolling-scopes-school/b371ec14-93d0-571c-b76a-b399a9ebf76f-ANDROID2020,100,1000,490,1000,420,1500,450,600,0,0,0,0,0
19,12794,True,False,0.5047892720306514,0.8762886597938144,5270.0,N/A,https://github.com/rolling-scopes-school/08ac6586-6c98-5832-9145-03eb72ea3010-ANDROID2020,100,1000,460,1000,460,1500,750,0,0,0,0,0,0
19,13190,True,False,0.5,0.8711340206185567,5220.0,1299.0,https://github.com/rolling-scopes-school/c57919a8-28bc-5cc3-9c34-51e3f8a12047-ANDROID2020,100,1000,385,1000,435,1500,550,250,0,0,0,0,0
19,13206,True,False,0.5,0.8711340206185567,5220.0,N/A,https://github.com/rolling-scopes-school/29cd8fad-6431-5b69-b6b2-73800b5f75c6-ANDROID2020,100,1000,420,1000,350,1500,850,0,0,0,0,0,0
19,13135,True,False,0.49712643678160917,0.8685567010309279,5190.0,N/A,N/A,100,1000,495,1000,445,1500,650,0,0,0,0,0,0
19,13536,True,False,0.4904214559386973,0.865979381443299,5120.0,N/A,https://github.com/rolling-scopes-school/4811c9d7-88d9-5042-b456-fd22de48b3e5-ANDROID2020,100,1000,500,1000,470,1500,550,0,0,0,0,0,0
19,13188,True,False,0.48419540229885055,0.8634020618556701,5055.0,N/A,https://github.com/rolling-scopes-school/8ff477ce-5707-52d2-ac23-e64dc3b993b3-ANDROID2020,100,1000,460,1000,445,1500,550,0,0,0,0,0,0
19,13028,True,False,0.4827586206896552,0.8608247422680413,5040.0,N/A,N/A,100,1000,425,1000,415,1500,600,0,0,0,0,0,0
19,12930,True,False,0.4813218390804598,0.8582474226804123,5025.0,N/A,https://github.com/rolling-scopes-school/6a55f8c5-83a9-54a9-9b02-c77d8414a503-ANDROID2020,100,1000,445,1000,430,1500,550,0,0,0,0,0,0
19,13062,True,False,0.47988505747126436,0.8556701030927835,5010.0,N/A,N/A,100,1000,460,1000,450,1500,500,0,0,0,0,0,0
19,12714,True,False,0.47701149425287354,0.8530927835051546,4980.0,N/A,https://github.com/rolling-scopes-school/1fe13e08-5898-571d-9cca-2b780d7a6389-ANDROID2020,100,1000,400,1000,380,1500,600,0,0,0,0,0,0
19,13079,True,False,0.4760536398467433,0.8505154639175257,4970.0,1299.0,https://github.com/rolling-scopes-school/bc1fe216-c257-54b9-a713-18b32c53dbb3-ANDROID2020,100,1000,395,1000,425,1500,550,0,0,0,0,0,0
19,12775,True,False,0.4755747126436782,0.8479381443298969,4965.0,N/A,N/A,100,1000,450,1000,250,1365,800,0,0,0,0,0,0
19,13027,True,False,0.47509578544061304,0.845360824742268,4960.0,N/A,https://github.com/rolling-scopes-school/645c3e78-51f1-59a6-8340-b506642099f5-ANDROID2020,100,1000,465,1000,395,1500,500,0,0,0,0,0,0
19,12804,True,False,0.4736590038314176,0.8427835051546392,4945.0,N/A,https://github.com/rolling-scopes-school/d86c2e0a-cdf5-5b66-8830-3cd7687e112d-ANDROID2020,100,1000,475,1000,370,1500,500,0,0,0,0,0,0
19,13063,True,False,0.47174329501915707,0.8402061855670103,4925.0,1306.0,https://github.com/rolling-scopes-school/4769cd36-2a07-5c75-b12b-e219385f7bc6-ANDROID2020,100,1000,415,1000,345,1365,700,0,0,0,0,0,0
19,14279,True,False,0.4674329501915709,0.8376288659793815,4880.0,1302.0,https://github.com/rolling-scopes-school/5f091dcc-3eb3-5678-87ae-612ac00fcecd-ANDROID2020,0,750,275,1000,315,810,450,800,0,0,0,480,0
19,13049,True,False,0.4650383141762452,0.8350515463917526,4855.0,1334.0,https://github.com/rolling-scopes-school/e660650c-ac84-5e8c-8331-694d3e6b5a4d-ANDROID2020,100,1000,310,1000,0,1500,500,0,0,0,0,445,0
19,13191,True,False,0.46360153256704983,0.8324742268041238,4840.0,N/A,N/A,100,1000,385,1000,305,1500,550,0,0,0,0,0,0
19,12972,True,False,0.4631226053639847,0.8298969072164949,4835.0,N/A,https://github.com/rolling-scopes-school/a5930af4-65a5-504c-aec2-a41ed660d7a2-ANDROID2020,100,1000,395,1000,325,1365,650,0,0,0,0,0,0
19,13004,True,False,0.4621647509578544,0.8273195876288659,4825.0,N/A,N/A,100,1000,455,1000,420,1500,350,0,0,0,0,0,0
19,12885,True,False,0.4592911877394636,0.8221649484536082,4795.0,N/A,https://github.com/rolling-scopes-school/e1d854df-a7df-552c-a223-d8264da98a3c-ANDROID2020,0,1000,440,1000,405,1500,450,0,0,0,0,0,0
19,12805,True,False,0.4592911877394636,0.8221649484536082,4795.0,1333.0,https://github.com/rolling-scopes-school/66bb966a-945a-566b-a2fd-5ca0e4a33d38-ANDROID2020,100,1000,445,1000,405,1245,600,0,0,0,0,0,0
19,13281,True,False,0.4578544061302682,0.8195876288659794,4780.0,1333.0,https://github.com/rolling-scopes-school/36668f76-e82a-5fd4-8233-6f84c1bc5dcf-ANDROID2020,100,1000,440,1000,340,1500,400,0,0,0,0,0,0
19,13296,True,False,0.4521072796934866,0.8170103092783505,4720.0,N/A,N/A,100,1000,430,1000,390,1500,300,0,0,0,0,0,0
19,12976,True,False,0.45162835249042144,0.8118556701030928,4715.0,1326.0,https://github.com/rolling-scopes-school/99ca8db8-ed06-5c1a-930d-119b22f8f153-ANDROID2020,100,1000,355,1000,295,1365,600,0,0,0,0,0,0
19,13280,True,False,0.45162835249042144,0.8118556701030928,4715.0,1326.0,https://github.com/rolling-scopes-school/b3a25c5e-e10d-506b-ab7c-3c6b3462c80d-ANDROID2020,100,1000,400,1000,265,1500,450,0,0,0,0,0,0
19,13045,True,False,0.44875478927203066,0.8092783505154639,4685.0,N/A,https://github.com/rolling-scopes-school/5d2665e9-3287-530d-afa3-92e406fb0f55-ANDROID2020,100,850,445,1000,325,1365,600,0,0,0,0,0,0
19,13172,True,False,0.4468390804597701,0.8067010309278351,4665.0,N/A,N/A,100,1000,365,1000,350,1500,350,0,0,0,0,0,0
19,12937,True,False,0.4396551724137931,0.8015463917525774,4590.0,N/A,N/A,100,1000,345,1000,395,1500,250,0,0,0,0,0,0
19,13057,True,False,0.4396551724137931,0.8015463917525774,4590.0,N/A,N/A,100,1000,245,1000,395,1500,350,0,0,0,0,0,0
19,12781,True,False,0.4353448275862069,0.7989690721649485,4545.0,N/A,https://github.com/rolling-scopes-school/5b7c0b30-e06f-5d94-8a09-8e48824ccc3d-ANDROID2020,100,1000,435,920,295,1245,550,0,0,0,0,0,0
19,13177,True,False,0.43438697318007663,0.7963917525773195,4535.0,N/A,N/A,100,1000,395,1000,240,1500,300,0,0,0,0,0,0
19,12815,True,False,0.42624521072796934,0.7938144329896907,4450.0,1334.0,https://github.com/rolling-scopes-school/d3792a39-3ab1-5254-bf81-b1358a95a373-ANDROID2020,100,1000,285,1000,300,1365,400,0,0,0,0,0,0
19,13058,False,False,0.42528735632183906,0.7912371134020618,4440.0,N/A,N/A,100,1000,485,1000,355,1500,0,0,0,0,0,0,0
19,13182,False,False,0.42193486590038315,0.788659793814433,4405.0,N/A,N/A,100,1000,470,1000,335,1500,0,0,0,0,0,0,0
19,12716,False,False,0.4171455938697318,0.7860824742268041,4355.0,N/A,N/A,100,1000,305,1000,200,1500,250,0,0,0,0,0,0
19,13121,False,False,0.41618773946360155,0.7835051546391752,4345.0,N/A,N/A,100,1000,385,1000,360,1200,300,0,0,0,0,0,0
19,12720,False,False,0.4109195402298851,0.7809278350515464,4290.0,1335.0,https://github.com/rolling-scopes-school/85570bce-9dc1-54de-8ec9-ef050051c2f6-ANDROID2020,100,1000,285,1000,260,1245,400,0,0,0,0,0,0
19,12745,False,False,0.4027777777777778,0.7783505154639175,4205.0,1336.0,https://github.com/rolling-scopes-school/436951fa-cfe8-586b-b6fe-3ef634bc7e8d-ANDROID2020,100,1000,330,1000,265,1110,400,0,0,0,0,0,0
19,13320,False,False,0.39990421455938696,0.7757731958762887,4175.0,1336.0,https://github.com/rolling-scopes-school/d5147cc9-5d03-58a6-b0b7-796877a76210-ANDROID2020,100,700,460,890,325,1200,500,0,0,0,0,0,0
19,12733,False,False,0.38553639846743293,0.7731958762886598,4025.0,N/A,N/A,100,1000,290,1000,135,1500,0,0,0,0,0,0,0
19,12886,False,False,0.3764367816091954,0.770618556701031,3930.0,N/A,N/A,100,1000,265,1000,320,1245,0,0,0,0,0,0,0
19,13165,False,False,0.3759578544061303,0.7654639175257731,3925.0,N/A,N/A,50,1000,125,1000,150,1500,100,0,0,0,0,0,0
19,13068,False,False,0.3759578544061303,0.7654639175257731,3925.0,N/A,N/A,100,1000,435,920,315,1155,0,0,0,0,0,0,0
19,12982,False,False,0.3740421455938697,0.7628865979381443,3905.0,N/A,https://github.com/rolling-scopes-school/749c5af0-1325-5603-bdf7-0314f774e572-ANDROID2020,100,0,460,1000,405,1290,650,0,0,0,0,0,0
19,13055,False,False,0.36063218390804597,0.7603092783505154,3765.0,N/A,https://github.com/rolling-scopes-school/133c4a85-1517-59f0-abe6-29686ba1e63b-ANDROID2020,50,1000,220,720,330,945,500,0,0,0,0,0,0
19,12859,False,False,0.34626436781609193,0.7577319587628866,3615.0,N/A,N/A,100,1000,270,1000,0,1245,0,0,0,0,0,0,0
19,13036,False,False,0.33955938697318006,0.7551546391752577,3545.0,N/A,https://github.com/rolling-scopes-school/130ec02e-2f71-51bb-9c1e-1f74ca462730-ANDROID2020,50,0,340,1000,240,1365,550,0,0,0,0,0,0
19,13007,False,False,0.3045977011494253,0.7525773195876289,3180.0,N/A,N/A,100,1000,430,1000,0,0,650,0,0,0,0,0,0
19,12925,False,False,0.2921455938697318,0.75,3050.0,N/A,https://github.com/rolling-scopes-school/f7570a56-8e32-551e-8234-63cf3d1cb4de-ANDROID2020,100,900,345,720,300,135,550,0,0,0,0,0,0
19,12772,False,False,0.2835249042145594,0.7474226804123711,2960.0,N/A,N/A,100,1000,310,1000,0,0,550,0,0,0,0,0,0
19,12813,False,False,0.28304597701149425,0.7448453608247423,2955.0,N/A,N/A,100,1000,500,1000,355,0,0,0,0,0,0,0,0
19,12763,False,False,0.27729885057471265,0.7422680412371134,2895.0,N/A,N/A,100,1000,270,1000,225,0,300,0,0,0,0,0,0
19,13160,False,False,0.2720306513409962,0.7396907216494846,2840.0,N/A,N/A,100,1000,400,1000,340,0,0,0,0,0,0,0,0
19,13134,False,False,0.2672413793103448,0.7371134020618557,2790.0,N/A,N/A,100,700,355,1000,185,0,450,0,0,0,0,0,0
19,12784,False,False,0.26676245210727967,0.7345360824742269,2785.0,N/A,N/A,100,1000,325,1000,360,0,0,0,0,0,0,0,0
19,12719,False,False,0.2629310344827586,0.7319587628865979,2745.0,N/A,N/A,100,1000,335,1000,310,0,0,0,0,0,0,0,0
19,13171,False,False,0.2614942528735632,0.729381443298969,2730.0,N/A,N/A,100,1000,370,1000,260,0,0,0,0,0,0,0,0
19,12877,False,False,0.25766283524904215,0.7268041237113402,2690.0,N/A,N/A,100,1000,410,920,260,0,0,0,0,0,0,0,0
19,12725,False,False,0.2547892720306513,0.7216494845360825,2660.0,N/A,N/A,100,700,385,610,210,555,100,0,0,0,0,0,0
19,12748,False,False,0.2547892720306513,0.7216494845360825,2660.0,N/A,N/A,100,850,210,720,180,600,0,0,0,0,0,0,0
19,13259,UNKNOWN,True,0.24808429118773948,0.7139175257731959,2590.0,N/A,https://github.com/rolling-scopes-school/aee09f82-61a7-54d4-9311-fe14854eabda-ANDROID2020,100,1000,490,1000,0,0,0,0,0,0,0,0,0
19,13149,UNKNOWN,True,0.24808429118773948,0.7139175257731959,2590.0,1225.0,https://github.com/rolling-scopes-school/835e7cc5-ca89-5c4b-8fbd-faf7101147d5-ANDROID2020,100,1000,490,1000,0,0,0,0,0,0,0,0,0
19,12821,UNKNOWN,True,0.24808429118773948,0.7139175257731959,2590.0,1276.0,https://github.com/rolling-scopes-school/c43d959e-de2a-51d8-b815-3086db896596-ANDROID2020,100,1000,490,1000,0,0,0,0,0,0,0,0,0
19,13091,False,False,0.24760536398467434,0.711340206185567,2585.0,N/A,N/A,100,1000,275,970,240,0,0,0,0,0,0,0,0
19,12895,UNKNOWN,True,0.24616858237547892,0.7087628865979382,2570.0,N/A,https://github.com/rolling-scopes-school/e2f20349-a68c-5246-a7b7-771b8400109f-ANDROID2020,100,1000,470,1000,0,0,0,0,0,0,0,0,0
19,12992,UNKNOWN,True,0.24377394636015326,0.7010309278350515,2545.0,N/A,N/A,100,1000,445,1000,0,0,0,0,0,0,0,0,0
19,13421,UNKNOWN,True,0.24377394636015326,0.7010309278350515,2545.0,N/A,N/A,100,1000,445,1000,0,0,0,0,0,0,0,0,0
19,12989,UNKNOWN,True,0.24377394636015326,0.7010309278350515,2545.0,1281.0,https://github.com/rolling-scopes-school/ba0aa612-c237-5477-a66b-62e99115c36a-ANDROID2020,100,1000,445,1000,0,0,0,0,0,0,0,0,0
19,13350,UNKNOWN,True,0.24329501915708812,0.6984536082474226,2540.0,1327.0,https://github.com/rolling-scopes-school/f113045f-fef5-5e10-9cd2-a0487bfee4c9-ANDROID2020,100,1000,440,1000,0,0,0,0,0,0,0,0,0
19,13094,UNKNOWN,True,0.24281609195402298,0.6907216494845361,2535.0,N/A,N/A,100,1000,435,1000,0,0,0,0,0,0,0,0,0
19,12713,UNKNOWN,True,0.24281609195402298,0.6907216494845361,2535.0,1290.0,https://github.com/rolling-scopes-school/685ff74f-8524-5ab0-ad91-c0caa5803103-ANDROID2020,100,1000,435,1000,0,0,0,0,0,0,0,0,0
19,12926,UNKNOWN,True,0.24281609195402298,0.6907216494845361,2535.0,1318.0,https://github.com/rolling-scopes-school/93d875d3-21a7-5452-99dc-866a6da93625-ANDROID2020,100,1000,435,1000,0,0,0,0,0,0,0,0,0
19,13385,UNKNOWN,True,0.24233716475095785,0.6881443298969072,2530.0,N/A,N/A,100,1000,430,1000,0,0,0,0,0,0,0,0,0
19,12872,UNKNOWN,True,0.2418582375478927,0.6855670103092784,2525.0,1300.0,https://github.com/rolling-scopes-school/6937aef9-cc78-58a7-b46a-57c41d16172d-ANDROID2020,100,1000,425,1000,0,0,0,0,0,0,0,0,0
19,13194,UNKNOWN,True,0.2413793103448276,0.6804123711340206,2520.0,N/A,N/A,100,1000,420,1000,0,0,0,0,0,0,0,0,0
19,13240,UNKNOWN,True,0.2413793103448276,0.6804123711340206,2520.0,N/A,https://github.com/rolling-scopes-school/aa46c4f2-9729-5784-a63f-f4572116854c-ANDROID2020,100,1000,420,1000,0,0,0,0,0,0,0,0,0
19,12799,UNKNOWN,True,0.23994252873563218,0.6778350515463918,2505.0,N/A,https://github.com/rolling-scopes-school/ebcbe02b-8c67-56c6-9aaa-d7b2f662a1ee-ANDROID2020,100,1000,405,1000,0,0,0,0,0,0,0,0,0
19,12801,False,False,0.23850574712643677,0.6726804123711341,2490.0,N/A,N/A,100,1000,390,1000,0,0,0,0,0,0,0,0,0
19,13039,UNKNOWN,True,0.23850574712643677,0.6726804123711341,2490.0,N/A,N/A,100,1000,390,1000,0,0,0,0,0,0,0,0,0
19,12810,UNKNOWN,True,0.23802681992337166,0.6701030927835051,2485.0,N/A,N/A,100,1000,385,1000,0,0,0,0,0,0,0,0,0
19,13228,False,False,0.23754789272030652,0.6675257731958762,2480.0,N/A,N/A,100,700,380,890,410,0,0,0,0,0,0,0,0
19,12891,False,False,0.23515325670498086,0.6649484536082474,2455.0,N/A,N/A,100,1000,355,1000,0,0,0,0,0,0,0,0,0
19,12876,UNKNOWN,True,0.23419540229885058,0.6623711340206185,2445.0,N/A,N/A,100,1000,345,1000,0,0,0,0,0,0,0,0,0
19,13019,UNKNOWN,True,0.23371647509578544,0.6597938144329897,2440.0,N/A,https://github.com/rolling-scopes-school/a580e645-c23e-53c1-ab6c-6815a291b571-ANDROID2020,100,1000,340,1000,0,0,0,0,0,0,0,0,0
19,14262,UNKNOWN,True,0.23132183908045978,0.6572164948453608,2415.0,1291.0,https://github.com/rolling-scopes-school/3483aff1-7789-5fec-8a8c-0c596bc775a8-ANDROID2020,0,1000,415,1000,0,0,0,0,0,0,0,0,0
19,12917,False,False,0.22988505747126436,0.654639175257732,2400.0,N/A,N/A,100,1000,0,1000,300,0,0,0,0,0,0,0,0
19,13265,False,False,0.22940613026819923,0.6520618556701031,2395.0,N/A,N/A,100,1000,260,890,145,0,0,0,0,0,0,0,0
19,13201,False,False,0.2289272030651341,0.6494845360824743,2390.0,N/A,N/A,50,1000,340,1000,0,0,0,0,0,0,0,0,0
